year,month,country,count
1934,12,united kingdom,21
1935,01,germany,12
1935,02,united kingdom,24
1935,03,united kingdom,32
1935,04,germany,23
1935,05,united kingdom,26
1935,06,united kingdom,28
1935,07,germany,28
1935,08,italy,31
1935,09,italy,51
1935,10,italy,93
1935,11,italy,58
1935,12,united kingdom,45
1936,01,united kingdom,37
1936,02,united kingdom:japan,25
1936,03,united kingdom,46
1936,04,italy,35
1936,05,united kingdom,42
1936,06,united kingdom,15
1936,07,spain,33
1936,08,spain,80
1936,09,spain,37
1936,10,spain,48
1936,11,spain,52
1936,12,united kingdom,58
1937,01,united kingdom,25
1937,02,united kingdom,23
1937,03,united kingdom,26
1937,04,spain,34
1937,05,united kingdom,35
1937,06,spain,35
1937,07,japan,33
1937,08,china,63
1937,09,china:united kingdom,40
1937,10,united kingdom,41
1937,11,united kingdom,29
1937,12,japan,53
1938,01,japan,20
1938,02,united kingdom,42
1938,03,united kingdom,45
1938,04,united kingdom,31
1938,05,united kingdom,33
1938,06,united kingdom,29
1938,07,united kingdom,38
1938,08,japan,30
1938,09,czechia,72
1938,10,germany,44
1938,11,united kingdom,35
1938,12,germany,40
1939,01,spain,34
1939,02,france,43
1939,03,germany,47
1939,04,united kingdom,63
1939,05,united kingdom,40
1939,06,united kingdom,47
1939,07,united kingdom,42
1939,08,united kingdom,63
1939,09,germany,64
1939,10,united kingdom,59
1939,11,united kingdom,70
1939,12,russia,74
1940,01,russia,45
1940,02,united kingdom,45
1940,03,united kingdom,51
1940,04,united kingdom,62
1940,05,germany,56
1940,06,france,79
1940,07,united kingdom,83
1940,08,united kingdom,109
1940,09,united kingdom,84
1940,10,united kingdom,81
1940,11,united kingdom,75
1940,12,united kingdom,73
1941,01,united kingdom,92
1941,02,united kingdom,97
1941,03,united kingdom,93
1941,04,united kingdom,86
1941,05,united kingdom,102
1941,06,united kingdom,67
1941,07,russia,59
1941,08,russia,66
1941,09,russia,57
1941,10,russia,68
1941,11,united kingdom,35
1941,12,japan,62
1942,01,japan,74
1942,02,japan,78
1942,03,japan,56
1942,04,united kingdom,47
1942,05,united kingdom,40
1942,06,united kingdom,54
1942,07,russia,42
1942,08,japan,38
1942,09,russia,39
1942,10,japan,32
1942,11,united kingdom,32
1942,12,japan,35
1943,01,russia:germany,35
1943,02,russia,30
1943,03,germany,57
1943,04,united kingdom,38
1943,05,united kingdom,31
1943,06,italy,25
1943,07,italy,55
1943,08,germany,46
1943,09,italy,59
1943,10,italy:russia,38
1943,11,germany,41
1943,12,germany,40
1944,01,germany,42
1944,02,russia,43
1944,03,germany,40
1944,04,russia,30
1944,05,united kingdom,38
1944,06,germany,42
1944,07,germany,57
1944,08,germany,63
1944,09,germany,57
1944,10,germany,63
1944,11,japan,39
1944,12,japan,43
1945,01,germany,53
1945,02,germany,54
1945,03,germany,57
1945,04,germany,74
1945,05,russia,52
1945,06,japan,56
1945,07,japan,69
1945,08,japan,96
1945,09,japan,73
1945,10,united kingdom,35
1945,11,united kingdom,35
1945,12,russia,50
1946,01,russia,31
1946,02,russia,39
1946,03,russia,84
1946,04,russia,69
1946,05,russia,43
1946,06,russia,45
1946,07,russia,58
1946,08,russia,62
1946,09,russia,46
1946,10,russia,41
1946,11,russia,46
1946,12,russia,40
1947,01,united kingdom,31
1947,02,united kingdom,45
1947,03,russia,34
1947,04,russia,39
1947,05,russia,33
1947,06,russia,48
1947,07,russia,41
1947,08,united kingdom,45
1947,09,united kingdom,52
1947,10,russia,42
1947,11,russia,44
1947,12,russia,44
1948,01,russia,34
1948,02,russia,35
1948,03,russia,56
1948,04,russia,43
1948,05,israel,48
1948,06,russia,41
1948,07,russia,55
1948,08,russia,93
1948,09,russia,60
1948,10,russia,52
1948,11,china,28
1948,12,russia,35
1949,01,israel,47
1949,02,russia,25
1949,03,russia,51
1949,04,russia,52
1949,05,russia:germany,53
1949,06,russia,49
1949,07,russia,35
1949,08,united kingdom,25
1949,09,russia,38
1949,10,russia,47
1949,11,russia,36
1949,12,russia:united kingdom,25
1950,01,russia,28
1950,02,russia,32
1950,03,russia,32
1950,04,russia,30
1950,05,germany,42
1950,06,russia,30
1950,07,russia,21
1950,08,russia,35
1950,09,russia,29
1950,10,russia,36
1950,11,china,43
1950,12,china,35
1951,01,china,30
1951,02,russia,29
1951,03,russia,32
1951,04,united kingdom,32
1951,05,china,28
1951,06,russia,31
1951,07,united kingdom,24
1951,08,russia,40
1951,09,japan,21
1951,10,united kingdom,52
1951,11,russia,26
1951,12,united kingdom,23
1952,01,united kingdom,39
1952,02,united kingdom,30
1952,03,russia,25
1952,04,russia,24
1952,05,germany,36
1952,06,russia,35
1952,07,russia,23
1952,08,russia,24
1952,09,russia,27
1952,10,russia,30
1952,11,united kingdom,15
1952,12,russia,24
1953,01,united kingdom,17
1953,02,russia,23
1953,03,russia,55
1953,04,russia,44
1953,05,united kingdom,27
1953,06,south korea,30
1953,07,russia,41
1953,08,russia,33
1953,09,russia,29
1953,10,russia,26
1953,11,russia,24
1953,12,russia,30
1954,01,russia,28
1954,02,russia,29
1954,03,russia,20
1954,04,france,33
1954,05,france,41
1954,06,guatemala,32
1954,07,france,54
1954,08,france,40
1954,09,germany,44
1954,10,france,34
1954,11,france:russia,35
1954,12,france,41
1955,01,china,31
1955,02,russia,23
1955,03,russia,34
1955,04,russia,34
1955,05,russia,56
1955,06,russia,56
1955,07,russia,53
1955,08,russia,45
1955,09,russia,59
1955,10,russia,57
1955,11,russia,49
1955,12,russia,54
1956,01,russia,39
1956,02,russia,54
1956,03,russia,46
1956,04,russia,71
1956,05,russia,55
1956,06,russia,63
1956,07,russia,45
1956,08,egypt,71
1956,09,egypt,69
1956,10,russia,75
1956,11,russia,98
1956,12,hungary,54
1957,01,russia,38
1957,02,israel,47
1957,03,egypt,48
1957,04,egypt,40
1957,05,russia,39
1957,06,russia,39
1957,07,russia,59
1957,08,russia,68
1957,09,russia,41
1957,10,russia,67
1957,11,russia,64
1957,12,russia,46
1958,01,russia,52
1958,02,russia,28
1958,03,russia,37
1958,04,russia,60
1958,05,russia,39
1958,06,russia,42
1958,07,russia,61
1958,08,russia,35
1958,09,taiwan,32
1958,10,russia,36
1958,11,russia,62
1958,12,germany,23
1959,01,russia,59
1959,02,russia,52
1959,03,russia,43
1959,04,russia,48
1959,05,russia,41
1959,06,germany,37
1959,07,russia,62
1959,08,russia,53
1959,09,russia,63
1959,10,russia,45
1959,11,russia,34
1959,12,russia,32
1960,01,russia,42
1960,02,russia,41
1960,03,russia,42
1960,04,russia,27
1960,05,russia,76
1960,06,russia,37
1960,07,russia,46
1960,08,russia,53
1960,09,russia,51
1960,10,russia,36
1960,11,dr congo,28
1960,12,russia,34
1961,01,russia,34
1961,02,russia,36
1961,03,dr congo,38
1961,04,cuba,55
1961,05,laos,32
1961,06,russia,38
1961,07,russia,40
1961,08,germany,79
1961,09,russia,57
1961,10,russia,75
1961,11,russia,56
1961,12,russia,37
1962,01,russia,45
1962,02,russia,50
1962,03,russia:algeria,41
1962,04,russia,44
1962,05,russia,27
1962,06,france,31
1962,07,algeria,38
1962,08,russia,55
1962,09,russia,54
1962,10,cuba,64
1962,11,russia,71
1962,12,russia,38
1963,01,united kingdom,37
1963,02,russia,39
1963,03,russia,51
1963,04,russia,44
1963,05,united kingdom,40
1963,06,russia,35
1963,07,russia,57
1963,08,russia,33
1963,09,russia,44
1963,10,russia,42
1963,11,russia,44
1963,12,russia,36
1965,01,vietnam,29
1965,02,vietnam,54
1965,03,vietnam,35
1965,04,vietnam,72
1965,05,dominican republic,45
1965,06,vietnam,57
1965,07,vietnam,52
1965,08,vietnam,47
1965,09,india,52
1965,10,vietnam,37
1965,11,vietnam,41
1965,12,vietnam,55
1966,01,vietnam,63
1966,02,vietnam,75
1966,03,vietnam,49
1966,04,vietnam,52
1966,05,vietnam,50
1966,06,vietnam,41
1966,07,vietnam,56
1966,08,vietnam,45
1966,09,vietnam,47
1966,10,vietnam,47
1966,11,vietnam,27
1966,12,vietnam,46
1967,01,vietnam,47
1967,02,vietnam,39
1967,03,vietnam,49
1967,04,vietnam,42
1967,05,vietnam,45
1967,06,israel,58
1967,07,israel,42
1967,08,vietnam,48
1967,09,vietnam,48
1967,10,vietnam,45
1967,11,vietnam,37
1967,12,vietnam,41
1968,01,vietnam,41
1968,02,vietnam,66
1968,03,vietnam,46
1968,04,vietnam,50
1968,05,vietnam,52
1968,06,vietnam,35
1968,07,russia,46
1968,08,russia,50
1968,09,russia,50
1968,10,vietnam,36
1968,11,france,39
1968,12,vietnam,21
1969,01,vietnam,22
1969,02,germany,14
1969,03,russia,36
1969,04,russia,19
1969,05,vietnam,27
1969,06,vietnam,18
1969,07,russia,24
1969,08,vietnam,26
1969,09,vietnam,29
1969,10,vietnam,22
1969,11,vietnam,39
1969,12,israel:vietnam,18
1970,01,israel,31
1970,02,israel,26
1970,03,cambodia,25
1970,04,cambodia,30
1970,05,cambodia,61
1970,06,cambodia,37
1970,07,israel,21
1970,08,israel,28
1970,09,jordan,34
1970,10,russia,27
1970,11,russia,19
1970,12,russia,24
1971,01,russia:vietnam,20
1971,02,laos,34
1971,03,vietnam,34
1971,04,vietnam,22
1971,05,russia,21
1971,06,vietnam,27
1971,07,vietnam,19
1971,08,russia,17
1971,09,russia,19
1971,10,russia,25
1971,11,pakistan,24
1971,12,pakistan,39
1972,01,vietnam,12
1972,02,china,18
1972,03,russia,16
1972,04,vietnam,43
1972,05,vietnam,52
1972,06,vietnam,36
1972,07,vietnam,27
1972,08,vietnam,26
1972,09,russia,22
1972,10,vietnam,51
1972,11,vietnam,37
1972,12,vietnam,37
1973,01,vietnam,45
1973,02,vietnam,35
1973,03,vietnam,32
1973,04,vietnam,22
1973,05,cambodia,11
1973,06,russia,18
1973,07,cambodia,12
1973,08,cambodia,22
1973,09,russia,23
1973,10,israel,62
1973,11,israel,35
1973,12,israel,19
1974,01,israel,20
1974,02,russia,11
1974,03,united kingdom,17
1974,04,israel,18
1974,05,israel,23
1974,06,russia,23
1974,07,cyprus:greece,22
1974,08,cyprus,22
1974,09,france,9
1974,10,russia,17
1974,11,israel,15
1974,12,russia,13
1975,01,russia,12
1975,02,israel,12
1975,03,vietnam,40
1975,04,vietnam,75
1975,05,vietnam,24
1975,06,israel,13
1975,07,israel:russia,17
1975,08,portugal,24
1975,09,israel,10
1975,10,russia,13
1975,11,spain,14
1975,12,russia,22
1976,01,angola,22
1976,02,russia,19
1976,03,lebanon,17
1976,04,lebanon,17
1976,05,russia,12
1976,06,lebanon,29
1976,07,lebanon:uganda:israel,13
1976,08,south africa,22
1976,09,zimbabwe,14
1976,10,lebanon:china,9
1976,11,lebanon:israel,11
1976,12,china,10
1977,01,russia,12
1977,02,russia,14
1977,03,russia,17
1977,04,russia,18
1977,05,russia,12
1977,06,russia,18
1977,07,russia,16
1977,08,israel,15
1977,09,israel,9
1977,10,russia,15
1977,11,israel,25
1977,12,israel,31
1978,01,israel,8
1978,02,russia,8
1978,03,israel,9
1978,04,russia,11
1978,05,russia,10
1978,06,russia:cuba,4
1978,07,united kingdom,8
1978,08,switzerland:south africa:pakistan:iraq:palestine:jersey:japan:russia:united kingdom,1
1978,11,russia,7
1978,12,iran,12
1979,01,china,8
1979,02,iran,8
1979,03,china,6
1979,04,south africa:russia,3
1979,05,egypt:china:israel:united kingdom,4
1979,06,nicaragua:russia,5
1979,07,vietnam:china,4
1979,08,israel,6
1979,09,cuba,9
1979,10,south korea,6
1979,11,iran,13
1979,12,iran,19
1980,01,russia,19
1980,02,russia,14
1980,03,iran,8
1980,04,iran,18
1980,05,cuba,8
1980,06,israel,8
1980,07,iran,20
1980,08,poland,31
1980,09,iraq,19
1980,10,iran,44
1980,11,iran,19
1980,12,iran,22
1981,01,iran,20
1981,02,poland,11
1981,03,poland,13
1981,04,poland:russia,14
1981,05,syria,15
1981,06,israel,14
1981,07,israel,12
1981,08,poland,13
1981,09,poland,15
1981,10,egypt,16
1981,11,russia,19
1981,12,poland,21
1982,01,poland,23
1982,02,brazil:poland,10
1982,03,brazil,12
1982,04,united kingdom,20
1982,05,united kingdom,26
1982,06,israel,27
1982,07,israel,18
1982,08,lebanon,18
1982,09,israel,34
1982,10,israel:russia,12
1982,11,russia,14
1982,12,russia,11
1983,01,russia,10
1983,02,israel,13
1983,03,israel:russia,10
1983,04,russia,13
1983,05,russia,15
1983,06,russia,14
1983,07,russia,9
1983,08,russia,20
1983,09,russia,26
1983,10,lebanon,12
1983,11,russia,15
1983,12,lebanon,18
1984,01,lebanon,14
1984,02,lebanon,21
1984,03,lebanon,10
1984,04,nicaragua,10
1984,05,russia,15
1984,06,russia,9
1984,07,russia,11
1984,08,brazil,6
1984,09,russia,11
1984,10,brazil,10
1984,11,russia,16
1984,12,russia,15
1985,01,israel,9
1985,02,israel,10
1985,03,russia,15
1985,04,japan,13
1985,05,russia,10
1985,06,lebanon,26
1985,07,lebanon:russia,10
1985,08,south africa,19
1985,09,south africa:russia,14
1985,10,russia,14
1985,11,russia,27
1985,12,russia,13
1986,01,libya,13
1986,02,russia,10
1986,03,russia,9
1986,04,libya,17
1986,05,russia,17
1986,06,south africa,17
1986,07,south africa:russia,11
1986,08,russia,22
1986,09,russia,26
1986,10,russia,33
1986,11,iran,26
1986,12,iran,19
1987,01,iran,22
1987,02,iran,15
1987,03,russia,17
1987,04,russia,23
1987,05,russia,18
1987,06,south korea,13
1987,07,russia,17
1987,08,iran,20
1987,09,iran:russia,14
1987,10,russia,20
1987,11,russia,18
1987,12,russia,15
1988,01,israel,18
1988,02,russia,18
1988,03,russia,12
1988,04,russia,16
1988,05,russia,32
1988,06,russia,21
1988,07,russia,23
1988,08,russia,12
1988,09,russia,13
1988,10,russia,20
1988,11,russia,17
1988,12,russia,18
1989,01,russia,20
1989,02,russia,18
1989,03,russia,22
1989,04,russia,22
1989,05,china,27
1989,06,china,32
1989,07,russia,17
1989,08,russia,16
1989,09,russia,16
1989,10,germany,18
1989,11,germany,23
1989,12,germany,23
1990,01,russia,24
1990,02,russia,27
1990,03,russia,23
1990,04,russia,22
1990,05,russia,27
1990,06,russia,18
1990,07,russia,23
1990,08,iraq,50
1990,09,iraq,27
1990,10,russia,12
1990,11,iraq,21
1990,12,russia,24
1991,01,iraq,46
1991,02,iraq,48
1991,03,iraq,36
1991,04,iraq,26
1991,05,russia,10
1991,06,russia,13
1991,07,russia,20
1991,08,russia,33
1991,09,russia,32
1991,10,russia,16
1991,11,russia,20
1991,12,russia,27
1992,01,russia,21
1992,02,russia,12
1992,03,russia,11
1992,04,russia,14
1992,05,russia,12
1992,06,russia,13
1992,07,iraq,10
1992,08,japan,11
1992,09,germany,12
1992,10,japan,7
1992,11,france,6
1992,12,somalia,25
1993,01,iraq,18
1993,02,japan,10
1993,03,russia,13
1993,04,russia,15
1993,05,serbia:china:russia,7
1993,06,china,10
1993,07,japan,17
1993,08,israel,14
1993,09,israel,15
1993,10,somalia,19
1993,11,japan,9
1993,12,russia,12
1994,01,japan,11
1994,02,japan,11
1994,03,israel,14
1994,04,japan,10
1994,05,palestine,9
1994,06,japan,15
1994,07,rwanda,22
1994,08,cuba,16
1994,09,haiti,24
1994,10,haiti,16
1994,11,china,5
1994,12,russia,13
1995,01,russia,18
1995,02,mexico,14
1995,03,japan,8
1995,04,japan,7
1995,05,japan,13
1995,06,japan,20
1995,07,china,8
1995,08,china,11
1995,09,china:japan,6
1995,10,japan,12
1995,11,israel,12
1995,12,russia,11
1996,01,russia:japan,7
1996,02,cuba:china,5
1996,03,israel,11
1996,04,israel,13
1996,05,russia,8
1996,06,russia,16
1996,07,russia,12
1996,08,russia,8
1996,09,iraq,18
1996,10,japan,7
1996,11,russia,8
1996,12,peru:serbia,7
1997,01,israel:russia,7
1997,02,china,11
1997,03,china,13
1997,04,china:united kingdom:peru,5
1997,05,dr congo,15
1997,06,hong kong,7
1997,07,mexico,12
1997,08,israel,9
1997,09,israel:united kingdom,6
1997,10,india,11
1997,11,iraq,18
1997,12,japan,10
1998,01,indonesia,11
1998,02,iraq,15
1998,03,china,10
1998,04,china,8
1998,05,indonesia,13
1998,06,china,26
1998,07,russia,11
1998,08,russia,19
1998,09,russia,14
1998,10,kosovo,8
1998,11,iraq,11
1998,12,iraq,8
1999,01,brazil,11
1999,02,kosovo,12
1999,03,kosovo:china,12
1999,04,kosovo,16
1999,05,kosovo,21
1999,06,kosovo,28
1999,07,united kingdom,9
1999,08,russia,12
1999,09,russia,9
1999,10,russia,9
1999,11,china,9
1999,12,russia,15
2000,01,russia,10
2000,02,russia,10
2000,03,china:united kingdom,7
2000,04,cuba,17
2000,05,china,16
2000,06,france,7
2000,07,china,11
2000,08,russia,13
2000,09,china,10
2000,10,china,12
2000,11,united kingdom,12
2000,12,china:russia,13
2001,01,united kingdom,10
2001,02,united kingdom,12
2001,03,china,16
2001,04,china,20
2001,05,united kingdom,31
2001,06,united kingdom,35
2001,07,united kingdom:china,16
2001,08,united kingdom,19
2001,09,united kingdom,22
2001,10,united kingdom,28
2001,11,afghanistan,38
2001,12,afghanistan,44
2002,01,japan,26
2002,02,united kingdom,27
2002,03,israel,24
2002,04,japan,32
2002,05,japan,23
2002,06,united kingdom,15
2002,07,japan,23
2002,08,japan,18
2002,09,iraq,23
2002,10,japan,33
2002,11,japan,28
2002,12,iraq,29
2003,01,iraq,28
2003,02,iraq,33
2003,03,iraq,67
2003,04,iraq,82
2003,05,iraq,29
2003,06,united kingdom,26
2003,07,iraq:united kingdom,28
2003,08,iraq,27
2003,09,iraq,35
2003,10,iraq,32
2003,11,japan,32
2003,12,japan,30
2004,01,iraq,22
2004,02,iraq,24
2004,03,japan,30
2004,04,iraq,35
2004,05,iraq,38
2004,06,iraq,37
2004,07,iraq,24
2004,08,iraq,27
2004,09,iraq,17
2004,10,iraq,29
2004,11,iraq,18
2004,12,china,17
2005,01,iraq,36
2005,02,iraq,17
2005,03,iraq,17
2005,04,iraq,15
2005,05,iraq,16
2005,06,iraq,15
2005,07,united kingdom,24
2005,08,iraq,15
2005,09,iraq,11
2005,10,iraq,19
2005,11,iraq,18
2005,12,iraq,25
2006,01,iraq,6
2006,02,iraq,15
2006,03,iraq,21
