country,year,month,count
Germany,1920,03,42
France,1920,04,35
France,1920,05,19
Ireland,1920,06,21
Germany,1920,07,23
Poland,1920,08,69
Italy,1920,09,21
Russia,1920,10,20
Ireland,1920,11,25
Germany,1920,12,25
Germany,1921,01,23
Germany,1921,02,30
Germany,1921,03,54
Germany,1921,04,52
Germany,1921,05,53
Ireland,1921,06,24
Japan,1921,07,28
Russia,1921,08,30
Ireland,1921,09,20
France,1921,10,23
Japan,1921,11,44
France,1921,12,46
France,1922,01,32
France,1922,02,15
Germany,1922,03,23
Russia,1922,04,40
Russia,1922,05,55
United Kingdom,1922,06,17
Germany,1922,07,29
Germany,1922,08,22
United Kingdom,1922,09,30
United Kingdom,1922,10,22
France,1922,11,25
France,1922,12,30
France,1923,01,87
France,1923,02,56
France,1923,03,29
France,1923,04,23
France,1923,05,25
United Kingdom,1923,06,25
France,1923,07,28
France,1923,08,25
Italy,1923,09,31
France,1923,10,29
France,1923,11,37
Germany,1923,12,25
United Kingdom,1924,01,14
France,1924,02,9
France,1924,03,19
Germany,1924,04,28
Japan,1924,05,23
France,1924,06,15
France,1924,07,18
Germany,1924,08,25
France,1924,09,19
Germany,1924,10,16
United Kingdom,1924,11,22
France,1924,12,25
France,1925,01,25
France,1925,02,22
Germany,1925,03,21
Germany,1925,04,16
France,1925,05,40
France,1925,06,18
France,1925,07,19
France,1925,08,41
France,1925,09,34
France,1925,10,32
France,1925,11,16
France,1925,12,19
France,1926,01,12
France,1926,02,12
France,1926,03,25
France,1926,04,15
United Kingdom,1926,05,22
France,1926,06,17
France,1926,07,21
Mexico,1926,08,37
France,1926,09,21
France,1926,10,17
France,1926,11,17
France,1926,12,11
Mexico,1927,01,39
China,1927,02,25
United Kingdom,1927,03,21
China,1927,04,24
France,1927,05,28
United Kingdom,1927,06,16
United Kingdom,1927,07,28
United Kingdom,1927,08,12
France,1927,09,29
France,1927,10,27
Russia,1927,11,11
Mexico,1927,12,42
Nicaragua,1928,01,33
France,1928,02,14
United Kingdom,1928,03,14
Germany,1928,04,18
Japan,1928,05,21
France,1928,06,18
France,1928,07,20
France,1928,08,24
Germany,1928,09,24
France,1928,10,19
France,1928,11,18
United Kingdom,1928,12,16
United Kingdom,1929,01,14
United Kingdom,1929,02,11
Mexico,1929,03,35
France,1929,04,22
France,1929,05,22
France,1929,06,18
United Kingdom,1929,07,26
United Kingdom,1929,08,41
United Kingdom,1929,09,31
United Kingdom,1929,10,15
France,1929,11,15
France,1929,12,21
France,1930,01,26
France,1930,02,31
France,1930,03,35
United Kingdom,1930,04,19
United Kingdom,1930,05,22
United Kingdom,1930,06,18
Russia,1930,07,15
Germany,1930,08,13
France,1930,09,21
Brazil,1930,10,23
France,1930,11,24
Russia,1930,12,18
United Kingdom,1931,01,16
United Kingdom,1931,02,19
United Kingdom,1931,03,18
Nicaragua,1931,04,20
France,1931,05,29
Germany,1931,06,49
Germany,1931,07,68
Germany,1931,08,20
United Kingdom,1931,09,26
Japan,1931,10,40
Japan,1931,11,64
Japan,1931,12,29
Japan,1932,01,51
Japan,1932,02,105
Japan,1932,03,39
Russia,1932,04,16
Japan,1932,05,21
France,1932,06,17
Germany,1932,07,22
United Kingdom,1932,08,18
France,1932,09,19
Germany,1932,10,12
France,1932,11,24
France,1932,12,31
Japan,1933,01,35
Japan,1933,02,36
United Kingdom,1933,03,23
Russia,1933,04,22
Germany,1933,05,29
France,1933,06,31
Germany,1933,07,17
Cuba,1933,08,31
Cuba,1933,09,33
Germany,1933,10,35
Russia,1933,11,23
France,1933,12,17
Japan,1934,01,14
Austria,1934,02,29
France,1934,03,22
United Kingdom,1934,04,11
France,1934,05,18
Germany,1934,06,21
Germany,1934,07,25
Germany,1934,08,17
Russia,1934,09,8
United Kingdom,1934,10,17
Japan,1934,11,15
Russia,1934,12,21
Germany,1935,01,12
France,1935,02,14
Germany,1935,03,16
Germany,1935,04,18
Germany,1935,05,18
Japan,1935,06,21
Ethiopia,1935,07,28
Italy,1935,08,31
Italy,1935,09,45
Italy,1935,10,85
Italy,1935,11,55
Japan,1935,12,32
Italy,1936,01,24
Russia,1936,02,20
France,1936,03,30
Italy,1936,04,31
Italy,1936,05,36
United Kingdom,1936,06,11
Spain,1936,07,23
Spain,1936,08,41
France,1936,09,19
Russia,1936,10,21
Russia,1936,11,25
Spain,1936,12,29
Germany,1937,01,19
Spain,1937,02,12
Italy,1937,03,17
France,1937,04,15
Spain,1937,05,14
Russia,1937,06,24
Japan,1937,07,32
Japan,1937,08,59
China,1937,09,51
Japan,1937,10,32
Japan,1937,11,26
Japan,1937,12,50
Japan,1938,01,19
Japan,1938,02,26
Germany,1938,03,27
Italy,1938,04,19
Japan,1938,05,23
Japan,1938,06,20
Japan,1938,07,22
Japan,1938,08,30
Czechia,1938,09,62
Germany,1938,10,28
France,1938,11,25
France,1938,12,33
France,1939,01,22
France,1939,02,30
Germany,1939,03,35
United Kingdom,1939,04,36
Russia,1939,05,25
United Kingdom,1939,06,25
United Kingdom,1939,07,23
United Kingdom,1939,08,36
Germany,1939,09,53
Russia,1939,10,48
Germany,1939,11,43
Russia,1939,12,71
Russia,1940,01,46
Russia,1940,02,34
Russia,1940,03,36
Norway,1940,04,53
Germany,1940,05,47
France,1940,06,67
United Kingdom,1940,07,53
United Kingdom,1940,08,68
United Kingdom,1940,09,46
United Kingdom,1940,10,37
United Kingdom,1940,11,50
Italy,1940,12,42
United Kingdom,1941,01,61
United Kingdom,1941,02,55
United Kingdom,1941,03,64
United Kingdom,1941,04,69
United Kingdom,1941,05,79
United Kingdom,1941,06,49
Russia,1941,07,54
Russia,1941,08,62
Russia,1941,09,52
Russia,1941,10,60
Germany,1941,11,27
Japan,1941,12,53
Japan,1942,01,64
Japan,1942,02,73
Japan,1942,03,54
Japan,1942,04,39
Russia,1942,05,31
United Kingdom,1942,06,43
Russia,1942,07,39
Japan,1942,08,37
Russia,1942,09,38
Japan,1942,10,32
France,1942,11,28
Japan,1942,12,32
Russia,1943,01,34
Russia,1943,02,27
Germany,1943,03,46
United Kingdom,1943,04,31
Japan,1943,05,25
Italy,1943,06,25
Italy,1943,07,34
Italy,1943,08,36
Italy,1943,09,44
Russia,1943,10,32
Germany,1943,11,32
Russia,1943,12,30
Russia,1944,01,38
Russia,1944,02,41
Russia,1944,03,34
Russia,1944,04,28
Germany,1944,05,30
Germany,1944,06,38
Germany,1944,07,53
Germany,1944,08,61
Germany,1944,09,58
Germany,1944,10,49
Japan,1944,11,36
Japan,1944,12,34
Germany,1945,01,48
Germany,1945,02,41
Germany,1945,03,42
Russia,1945,04,53
Russia,1945,05,47
Japan,1945,06,48
Japan,1945,07,60
Japan,1945,08,77
Japan,1945,09,70
Russia,1945,10,31
Russia,1945,11,34
Russia,1945,12,29
Russia,1946,01,28
Russia,1946,02,37
Russia,1946,03,81
Russia,1946,04,68
Russia,1946,05,42
Russia,1946,06,43
Russia,1946,07,57
Russia,1946,08,61
Russia,1946,09,45
Russia,1946,10,39
Russia,1946,11,43
Russia,1946,12,41
Russia,1947,01,20
Russia,1947,02,31
Russia,1947,03,31
Russia,1947,04,35
Russia,1947,05,33
Russia,1947,06,45
Russia,1947,07,39
Russia,1947,08,32
Russia,1947,09,35
Russia,1947,10,39
Russia,1947,11,42
Russia,1947,12,40
Russia,1948,01,35
Russia,1948,02,34
Russia,1948,03,52
Russia,1948,04,45
Russia,1948,05,46
Russia,1948,06,40
Russia,1948,07,50
Russia,1948,08,81
Russia,1948,09,58
Russia,1948,10,51
China,1948,11,30
Russia,1948,12,33
Israel,1949,01,48
Russia,1949,02,25
Russia,1949,03,50
Russia,1949,04,52
Russia,1949,05,53
Russia,1949,06,46
Russia,1949,07,35
Russia,1949,08,18
Russia,1949,09,37
Russia,1949,10,44
Russia,1949,11,28
Russia,1949,12,26
Russia,1950,01,27
Russia,1950,02,32
Russia,1950,03,29
Russia,1950,04,30
Russia,1950,05,34
Russia,1950,06,29
Russia,1950,07,21
Russia,1950,08,35
Russia,1950,09,29
Russia,1950,10,34
China,1950,11,46
China,1950,12,39
China,1951,01,35
Russia,1951,02,27
Russia,1951,03,34
Russia,1951,04,20
China,1951,05,30
Russia,1951,06,28
Russia,1951,07,19
Russia,1951,08,37
Russia,1951,09,21
United Kingdom,1951,10,41
Russia,1951,11,25
Russia,1951,12,21
United Kingdom,1952,01,21
Russia,1952,02,19
Russia,1952,03,25
Russia,1952,04,22
Russia,1952,05,22
Russia,1952,06,34
Russia,1952,07,23
Russia,1952,08,19
Russia,1952,09,27
Russia,1952,10,29
India,1952,11,13
Russia,1952,12,23
Russia,1953,01,13
Russia,1953,02,21
Russia,1953,03,49
Russia,1953,04,39
Russia,1953,05,22
Russia,1953,06,28
Russia,1953,07,38
Russia,1953,08,32
Russia,1953,09,28
Russia,1953,10,26
Russia,1953,11,24
Russia,1953,12,29
Russia,1954,01,27
Russia,1954,02,29
China,1954,03,21
China,1954,04,35
France,1954,05,33
Guatemala,1954,06,36
France,1954,07,48
France,1954,08,37
Russia,1954,09,32
Russia,1954,10,30
Russia,1954,11,35
Russia,1954,12,29
China,1955,01,32
Russia,1955,02,22
Russia,1955,03,33
Russia,1955,04,31
Russia,1955,05,53
Russia,1955,06,49
Russia,1955,07,50
Russia,1955,08,43
Russia,1955,09,53
Russia,1955,10,54
Russia,1955,11,45
Russia,1955,12,53
Russia,1956,01,38
Russia,1956,02,52
Russia,1956,03,43
Russia,1956,04,71
Russia,1956,05,53
Russia,1956,06,58
Russia,1956,07,45
Egypt,1956,08,37
Russia,1956,09,28
Russia,1956,10,69
Russia,1956,11,90
Hungary,1956,12,50
Russia,1957,01,35
Israel,1957,02,47
Israel,1957,03,41
Jordan,1957,04,34
Russia,1957,05,34
Russia,1957,06,34
Russia,1957,07,50
Russia,1957,08,63
Russia,1957,09,41
Russia,1957,10,57
Russia,1957,11,55
Russia,1957,12,42
Russia,1958,01,55
Russia,1958,02,28
Russia,1958,03,34
Russia,1958,04,57
Russia,1958,05,35
Russia,1958,06,38
Russia,1958,07,55
Russia,1958,08,34
Taiwan,1958,09,33
Russia,1958,10,35
Russia,1958,11,54
Russia,1958,12,19
Russia,1959,01,58
Russia,1959,02,45
Russia,1959,03,34
Russia,1959,04,46
Russia,1959,05,40
Russia,1959,06,32
Russia,1959,07,57
Russia,1959,08,45
Russia,1959,09,61
Russia,1959,10,40
Russia,1959,11,31
Russia,1959,12,27
Russia,1960,01,41
Russia,1960,02,38
Russia,1960,03,40
Russia,1960,04,27
Russia,1960,05,70
Russia,1960,06,36
Russia,1960,07,44
Russia,1960,08,52
Russia,1960,09,49
Russia,1960,10,35
DR Congo,1960,11,29
Russia,1960,12,31
Russia,1961,01,33
Russia,1961,02,34
DR Congo,1961,03,38
Cuba,1961,04,54
Laos,1961,05,32
Russia,1961,06,36
Russia,1961,07,37
Russia,1961,08,49
Russia,1961,09,54
Russia,1961,10,69
Russia,1961,11,48
Russia,1961,12,36
Russia,1962,01,45
Russia,1962,02,50
Russia,1962,03,39
Russia,1962,04,43
Russia,1962,05,25
Russia,1962,06,26
Algeria,1962,07,30
Russia,1962,08,49
Russia,1962,09,49
Cuba,1962,10,67
Cuba,1962,11,67
Russia,1962,12,35
France,1963,01,25
Russia,1963,02,37
Russia,1963,03,49
Russia,1963,04,38
Russia,1963,05,31
Russia,1963,06,31
Russia,1963,07,44
Russia,1963,08,32
Russia,1963,09,39
Russia,1963,10,38
Russia,1963,11,39
Russia,1963,12,33
Prussia,1964,01,0
Prussia,1964,02,0
Prussia,1964,03,0
Prussia,1964,04,0
Prussia,1964,05,0
Prussia,1964,06,0
Prussia,1964,07,0
Prussia,1964,08,0
Prussia,1964,09,0
Prussia,1964,10,0
Prussia,1964,11,0
Prussia,1964,12,0
Russia,1965,01,21
Vietnam,1965,02,38
Russia,1965,03,30
Vietnam,1965,04,56
Dominican Republic,1965,05,34
Vietnam,1965,06,35
Vietnam,1965,07,36
Vietnam,1965,08,39
India,1965,09,50
Vietnam,1965,10,32
Vietnam,1965,11,30
Vietnam,1965,12,40
Vietnam,1966,01,42
Vietnam,1966,02,55
Vietnam,1966,03,37
Vietnam,1966,04,32
Vietnam,1966,05,25
Vietnam,1966,06,23
Vietnam,1966,07,31
Vietnam,1966,08,29
Vietnam,1966,09,38
Vietnam,1966,10,36
Vietnam,1966,11,21
Vietnam,1966,12,27
Vietnam,1967,01,27
Russia,1967,02,26
Vietnam,1967,03,36
Vietnam,1967,04,28
Vietnam,1967,05,33
Israel,1967,06,56
Israel,1967,07,40
Vietnam,1967,08,29
Vietnam,1967,09,29
Russia,1967,10,42
Vietnam,1967,11,24
Vietnam,1967,12,29
Vietnam,1968,01,24
Vietnam,1968,02,29
Vietnam,1968,03,28
Vietnam,1968,04,23
France,1968,05,24
France,1968,06,15
Russia,1968,07,42
Russia,1968,08,43
Russia,1968,09,43
Russia,1968,10,28
Russia,1968,11,24
Israel,1968,12,20
Russia,1969,01,19
Russia,1969,02,15
Russia,1969,03,33
Russia,1969,04,17
Vietnam,1969,05,20
Vietnam,1969,06,13
Russia,1969,07,22
Russia,1969,08,18
Vietnam,1969,09,21
Russia,1969,10,20
Vietnam,1969,11,30
Israel,1969,12,18
Israel,1970,01,30
Israel,1970,02,26
Cambodia,1970,03,25
Cambodia,1970,04,30
Cambodia,1970,05,67
Cambodia,1970,06,37
Israel,1970,07,21
Israel,1970,08,28
Jordan,1970,09,25
Russia,1970,10,28
Russia,1970,11,19
Russia,1970,12,21
Russia,1971,01,19
Laos,1971,02,34
Laos,1971,03,29
China,1971,04,22
Russia,1971,05,21
Vietnam,1971,06,23
Vietnam,1971,07,14
Russia,1971,08,16
Russia,1971,09,18
Russia,1971,10,22
Pakistan,1971,11,25
Pakistan,1971,12,40
India,1972,01,9
China,1972,02,17
China,1972,03,15
Vietnam,1972,04,22
Vietnam,1972,05,21
Vietnam,1972,06,22
Vietnam,1972,07,11
Russia,1972,08,21
Russia,1972,09,20
Vietnam,1972,10,21
Vietnam,1972,11,19
Vietnam,1972,12,14
Vietnam,1973,01,21
Laos,1973,02,16
Vietnam,1973,03,14
Cambodia,1973,04,14
Cambodia,1973,05,11
Russia,1973,06,17
Cambodia,1973,07,12
Cambodia,1973,08,19
Russia,1973,09,20
Israel,1973,10,62
Israel,1973,11,36
Israel,1973,12,19
Israel,1974,01,23
Russia,1974,02,11
Russia,1974,03,13
Israel,1974,04,20
Israel,1974,05,23
Russia,1974,06,19
Cyprus,1974,07,22
Cyprus,1974,08,27
Russia,1974,09,8
Russia,1974,10,14
Israel,1974,11,17
Russia,1974,12,11
Russia,1975,01,10
Israel,1975,02,13
Cambodia,1975,03,25
Vietnam,1975,04,40
Vietnam,1975,05,14
Israel,1975,06,13
Israel,1975,07,17
Israel,1975,08,20
Israel,1975,09,11
Russia,1975,10,13
Spain,1975,11,13
Russia,1975,12,22
Angola,1976,01,23
Russia,1976,02,18
Lebanon,1976,03,12
Lebanon,1976,04,15
Russia,1976,05,12
Lebanon,1976,06,24
Uganda,1976,07,13
South Africa,1976,08,18
Zimbabwe,1976,09,17
Lebanon,1976,10,8
Israel,1976,11,11
China,1976,12,10
Russia,1977,01,11
Russia,1977,02,12
Russia,1977,03,11
Russia,1977,04,17
Russia,1977,05,12
Russia,1977,06,18
Russia,1977,07,17
Israel,1977,08,15
Israel,1977,09,9
Russia,1977,10,15
Israel,1977,11,25
Israel,1977,12,31
Israel,1978,01,8
Russia,1978,02,8
Israel,1978,03,9
Russia,1978,04,9
Russia,1978,05,9
Russia,1978,06,4
Israel,1978,07,4
Switzerland,1978,08,1
Prussia,1978,09,0
Prussia,1978,10,0
Russia,1978,11,7
Iran,1978,12,12
Iran,1979,01,8
Iran,1979,02,9
China,1979,03,6
Zimbabwe,1979,04,3
China,1979,05,4
Russia,1979,06,5
China,1979,07,4
Israel,1979,08,6
Cuba,1979,09,9
South Korea,1979,10,4
Iran,1979,11,14
Iran,1979,12,19
Russia,1980,01,18
Russia,1980,02,13
Iran,1980,03,8
Iran,1980,04,18
Cuba,1980,05,8
Iran,1980,06,8
Iran,1980,07,23
Poland,1980,08,28
Iran,1980,09,18
Iran,1980,10,47
Iran,1980,11,20
Iran,1980,12,25
Iran,1981,01,21
Poland,1981,02,10
Poland,1981,03,14
Poland,1981,04,21
Lebanon,1981,05,15
Israel,1981,06,15
Israel,1981,07,12
Poland,1981,08,11
Russia,1981,09,15
Egypt,1981,10,13
Russia,1981,11,17
Poland,1981,12,23
Poland,1982,01,23
Poland,1982,02,11
Nicaragua,1982,03,11
Argentina,1982,04,17
Argentina,1982,05,19
Israel,1982,06,28
Israel,1982,07,20
Israel,1982,08,14
Israel,1982,09,34
Israel,1982,10,12
Russia,1982,11,13
Brazil,1982,12,8
Lebanon,1983,01,10
Israel,1983,02,15
Russia,1983,03,11
Russia,1983,04,13
Russia,1983,05,16
Russia,1983,06,12
Russia,1983,07,8
Russia,1983,08,21
Russia,1983,09,25
Grenada,1983,10,13
Grenada,1983,11,16
Russia,1983,12,11
Lebanon,1984,01,9
Lebanon,1984,02,18
Lebanon,1984,03,8
Nicaragua,1984,04,12
Russia,1984,05,12
Argentina,1984,06,9
Russia,1984,07,10
Israel,1984,08,5
Russia,1984,09,9
Russia,1984,10,7
Russia,1984,11,12
India,1984,12,15
Israel,1985,01,9
Israel,1985,02,9
Russia,1985,03,13
Japan,1985,04,15
Russia,1985,05,8
Lebanon,1985,06,25
South Africa,1985,07,13
South Africa,1985,08,27
Russia,1985,09,14
Russia,1985,10,12
Russia,1985,11,23
Russia,1985,12,13
Libya,1986,01,17
Russia,1986,02,8
France,1986,03,8
Libya,1986,04,21
Russia,1986,05,15
South Africa,1986,06,15
South Africa,1986,07,12
Russia,1986,08,19
Russia,1986,09,23
Russia,1986,10,28
Iran,1986,11,33
Iran,1986,12,20
Iran,1987,01,27
Iran,1987,02,17
Iran,1987,03,16
Japan,1987,04,15
Russia,1987,05,17
Iran,1987,06,10
Russia,1987,07,18
Iran,1987,08,21
Russia,1987,09,14
Russia,1987,10,17
Russia,1987,11,14
Russia,1987,12,15
Israel,1988,01,18
Russia,1988,02,18
Panama,1988,03,13
Russia,1988,04,13
Russia,1988,05,25
Russia,1988,06,19
Russia,1988,07,18
Russia,1988,08,12
Russia,1988,09,11
Russia,1988,10,17
Russia,1988,11,16
Russia,1988,12,17
Russia,1989,01,19
Russia,1989,02,17
Russia,1989,03,20
Russia,1989,04,21
China,1989,05,22
China,1989,06,25
Russia,1989,07,13
Poland,1989,08,15
Russia,1989,09,16
Germany,1989,10,17
Germany,1989,11,23
Germany,1989,12,19
Russia,1990,01,19
Germany,1990,02,26
Lithuania,1990,03,21
Lithuania,1990,04,21
Russia,1990,05,26
Russia,1990,06,13
Russia,1990,07,21
Iraq,1990,08,48
Iraq,1990,09,28
Iraq,1990,10,11
Iraq,1990,11,26
Russia,1990,12,22
Iraq,1991,01,42
Iraq,1991,02,49
Iraq,1991,03,40
Iraq,1991,04,38
Russia,1991,05,10
Russia,1991,06,12
Russia,1991,07,19
Russia,1991,08,29
Russia,1991,09,31
Russia,1991,10,14
Russia,1991,11,17
Russia,1991,12,27
Russia,1992,01,22
Russia,1992,02,13
Russia,1992,03,13
Russia,1992,04,14
Russia,1992,05,11
Russia,1992,06,12
Iraq,1992,07,9
Iraq,1992,08,10
Germany,1992,09,10
Iraq,1992,10,8
Japan,1992,11,7
Somalia,1992,12,28
Iraq,1993,01,17
Japan,1993,02,10
Russia,1993,03,15
Russia,1993,04,16
China,1993,05,7
Japan,1993,06,12
Japan,1993,07,14
Israel,1993,08,14
Israel,1993,09,18
Somalia,1993,10,26
Mexico,1993,11,8
Russia,1993,12,13
Japan,1994,01,11
Japan,1994,02,17
Israel,1994,03,15
Japan,1994,04,14
Rwanda,1994,05,10
Japan,1994,06,15
Rwanda,1994,07,22
Cuba,1994,08,16
Haiti,1994,09,28
Haiti,1994,10,19
China,1994,11,6
Russia,1994,12,15
Mexico,1995,01,18
Mexico,1995,02,16
Jordan,1995,03,9
Japan,1995,04,8
Japan,1995,05,13
Japan,1995,06,19
China,1995,07,8
China,1995,08,12
China,1995,09,8
Japan,1995,10,12
Israel,1995,11,13
Russia,1995,12,13
Russia,1996,01,9
Cuba,1996,02,6
Israel,1996,03,12
Israel,1996,04,13
Russia,1996,05,9
Russia,1996,06,16
Russia,1996,07,11
Russia,1996,08,7
Iraq,1996,09,21
Japan,1996,10,7
DR Congo,1996,11,9
Peru,1996,12,9
Russia,1997,01,7
China,1997,02,12
China,1997,03,14
DR Congo,1997,04,7
DR Congo,1997,05,15
Hong Kong,1997,06,8
Mexico,1997,07,12
Israel,1997,08,11
China,1997,09,6
India,1997,10,11
Iraq,1997,11,20
Mexico,1997,12,9
Indonesia,1998,01,11
Iraq,1998,02,21
China,1998,03,9
Japan,1998,04,9
Indonesia,1998,05,15
China,1998,06,26
Russia,1998,07,11
Russia,1998,08,17
Russia,1998,09,14
Japan,1998,10,9
Iraq,1998,11,14
Iraq,1998,12,11
Brazil,1999,01,12
Kosovo,1999,02,13
Kosovo,1999,03,15
Kosovo,1999,04,22
Kosovo,1999,05,22
Kosovo,1999,06,30
Kosovo,1999,07,10
Russia,1999,08,12
Timor-Leste,1999,09,10
Russia,1999,10,9
China,1999,11,12
Russia,1999,12,14
Russia,2000,01,11
Russia,2000,02,10
China,2000,03,7
Cuba,2000,04,16
China,2000,05,21
Israel,2000,06,7
China,2000,07,12
Russia,2000,08,14
China,2000,09,9
China,2000,10,15
United Kingdom,2000,11,9
China,2000,12,14
China,2001,01,9
Israel,2001,02,9
China,2001,03,19
China,2001,04,22
China,2001,05,20
China,2001,06,20
China,2001,07,15
South Korea,2001,08,18
Afghanistan,2001,09,14
Afghanistan,2001,10,23
Afghanistan,2001,11,32
Afghanistan,2001,12,35
Japan,2002,01,25
Japan,2002,02,18
Japan,2002,03,22
Japan,2002,04,32
Japan,2002,05,25
Israel,2002,06,13
Japan,2002,07,25
Japan,2002,08,19
Iraq,2002,09,36
Iraq,2002,10,35
Japan,2002,11,29
Iraq,2002,12,30
Iraq,2003,01,35
Iraq,2003,02,39
Iraq,2003,03,63
Iraq,2003,04,82
Iraq,2003,05,34
Iraq,2003,06,26
Iraq,2003,07,31
Iraq,2003,08,32
Iraq,2003,09,47
Iraq,2003,10,42
Iraq,2003,11,35
Iraq,2003,12,30
Iraq,2004,01,23
Iraq,2004,02,30
Japan,2004,03,28
Iraq,2004,04,41
