country,year,month,count
Iraq,2006,09,125
Iraq,2006,10,162
Iraq,2006,11,218
Iraq,2006,12,233
Iraq,2007,01,234
Iraq,2007,02,233
Iraq,2007,03,168
Iraq,2007,04,148
Iraq,2007,05,176
China,2007,06,125
Iraq,2007,07,173
Iraq,2007,08,139
Iraq,2007,09,157
Iraq,2007,10,116
Iraq,2007,11,76
China,2007,12,88
China,2008,01,58
Iraq,2008,02,73
China,2008,03,94
Iraq,2008,04,93
China,2008,05,101
China,2008,06,81
Iraq,2008,07,86
China,2008,08,170
China,2008,09,78
China,2008,10,60
Russia,2008,11,58
China,2008,12,66
China,2009,01,69
Iraq,2009,02,75
China,2009,03,95
China,2009,04,69
China,2009,05,59
Iran,2009,06,97
China,2009,07,92
Afghanistan,2009,08,79
Afghanistan,2009,09,81
Afghanistan,2009,10,107
China,2009,11,86
Afghanistan,2009,12,83
China,2010,01,121
China,2010,02,81
China,2010,03,89
China,2010,04,92
China,2010,05,82
China,2010,06,97
China,2010,07,78
China,2010,08,85
China,2010,09,109
China,2010,10,120
China,2010,11,89
China,2010,12,81
China,2011,01,105
Egypt,2011,02,139
Japan,2011,03,177
Libya,2011,04,80
China,2011,05,89
China,2011,06,83
China,2011,07,87
China,2011,08,90
China,2011,09,76
China,2011,10,82
China,2011,11,68
China,2011,12,93
Iran,2012,01,71
Syria,2012,02,77
China,2012,03,90
China,2012,04,107
China,2012,05,107
Syria,2012,06,70
China,2012,07,94
China,2012,08,85
China,2012,09,82
China,2012,10,85
China,2012,11,83
Syria,2012,12,65
China,2013,01,68
China,2013,02,55
China,2013,03,77
China,2013,04,86
China,2013,05,86
China,2013,06,98
China,2013,07,95
Syria,2013,08,98
Syria,2013,09,150
China,2013,10,80
China,2013,11,86
China,2013,12,83
Syria,2014,01,76
Russia,2014,02,86
Russia,2014,03,132
China,2014,04,82
China,2014,05,104
Iraq,2014,06,128
Israel,2014,07,79
Iraq,2014,08,82
China,2014,09,87
China,2014,10,79
China,2014,11,80
Cuba,2014,12,77
France,2015,01,79
China,2015,02,75
China,2015,03,91
Iran,2015,04,95
China,2015,05,79
Greece,2015,06,91
Greece,2015,07,165
China,2015,08,126
China,2015,09,98
Syria,2015,10,120
China,2015,11,111
China,2015,12,117
China,2016,01,110
China,2016,02,103
China,2016,03,114
China,2016,04,100
China,2016,05,84
China,2016,06,100
France,2016,07,88
China,2016,08,82
China,2016,09,98
China,2016,10,92
China,2016,11,95
Russia,2016,12,140
China,2017,01,89
Russia,2017,02,61
Russia,2017,03,95
Syria,2017,04,130
Russia,2017,05,102
China,2017,06,98
China,2017,07,112
North Korea,2017,08,127
North Korea,2017,09,115
Puerto Rico,2017,10,80
China,2017,11,86
Russia,2017,12,54
China,2018,01,85
Russia,2018,02,122
Russia,2018,03,110
Syria,2018,04,72
China,2018,05,90
China,2018,06,103
China,2018,07,80
China,2018,08,95
China,2018,09,92
China,2018,10,95
Saudi Arabia,2018,11,5
