country,year,month,count
France,1907,08,105
France,1907,09,108
France,1907,10,115
France,1907,11,100
France,1907,12,99
France,1908,01,108
France,1908,02,81
France,1908,03,90
France,1908,04,77
France,1908,05,103
Germany,1908,06,82
Germany,1908,07,79
Germany,1908,08,86
France,1908,09,83
France,1908,10,65
Germany,1908,11,95
Germany,1908,12,85
France,1909,01,62
Germany,1909,02,62
Italy,1909,03,68
France,1909,04,100
France,1909,05,111
France,1909,06,97
France,1909,07,123
France,1909,08,91
Germany,1909,09,83
Germany,1909,10,97
Germany,1909,11,67
Germany,1909,12,65
Germany,1910,01,99
France,1910,02,82
France,1910,03,90
France,1910,04,84
France,1910,05,65
France,1910,06,71
Germany,1910,07,65
Germany,1910,08,70
France,1910,09,80
France,1910,10,91
Mexico,1910,11,81
France,1910,12,68
Germany,1911,01,76
France,1911,02,64
Mexico,1911,03,122
Mexico,1911,04,101
Mexico,1911,05,85
France,1911,06,54
France,1911,07,79
France,1911,08,75
France,1911,09,109
Italy,1911,10,141
Germany,1911,11,74
Russia,1911,12,116
France,1912,01,105
France,1912,02,84
France,1912,03,121
France,1912,04,80
France,1912,05,100
France,1912,06,88
Germany,1912,07,67
Germany,1912,08,71
France,1912,09,100
France,1912,10,86
Turkey,1912,11,102
Germany,1912,12,85
France,1913,01,73
Mexico,1913,02,97
France,1913,03,112
France,1913,04,91
France,1913,05,112
Germany,1913,06,86
Mexico,1913,07,100
Mexico,1913,08,164
Mexico,1913,09,100
Mexico,1913,10,93
Mexico,1913,11,179
France,1913,12,96
Mexico,1914,01,97
France,1914,02,100
United Kingdom,1914,03,100
Mexico,1914,04,246
Mexico,1914,05,292
Mexico,1914,06,97
Germany,1914,07,108
Germany,1914,08,1240
Germany,1914,09,1368
Germany,1914,10,1196
Germany,1914,11,1006
Germany,1914,12,816
Germany,1915,01,697
Germany,1915,02,847
Germany,1915,03,713
Germany,1915,04,695
Germany,1915,05,785
Germany,1915,06,724
Germany,1915,07,735
Germany,1915,08,770
Germany,1915,09,629
Germany,1915,10,604
Germany,1915,11,580
Germany,1915,12,545
Germany,1916,01,462
Germany,1916,02,543
Germany,1916,03,559
Germany,1916,04,536
Germany,1916,05,515
Germany,1916,06,408
Germany,1916,07,511
Germany,1916,08,470
Germany,1916,09,411
Germany,1916,10,434
Germany,1916,11,433
Germany,1916,12,495
Germany,1917,01,466
Germany,1917,02,674
Germany,1917,03,729
Germany,1917,04,696
Germany,1917,05,597
Germany,1917,06,490
Germany,1917,07,638
Germany,1917,08,634
Germany,1917,09,654
Germany,1917,10,615
Germany,1917,11,590
Germany,1917,12,485
Germany,1918,01,462
Germany,1918,02,585
Germany,1918,03,830
Germany,1918,04,825
Germany,1918,05,800
Germany,1918,06,893
Germany,1918,07,909
Germany,1918,08,801
Germany,1918,09,723
Germany,1918,10,818
Germany,1918,11,708
Germany,1918,12,480
Germany,1919,01,357
Germany,1919,02,360
Germany,1919,03,422
Germany,1919,04,363
Germany,1919,05,437
Germany,1919,06,489
Germany,1919,07,350
Germany,1919,08,311
Germany,1919,09,265
Germany,1919,10,258
Germany,1919,11,235
Germany,1919,12,228
Germany,1920,01,204
France,1920,02,207
Germany,1920,03,244
France,1920,04,239
France,1920,05,221
France,1920,06,183
France,1920,07,172
Russia,1920,08,247
France,1920,09,147
France,1920,10,187
France,1920,11,190
Germany,1920,12,195
France,1921,01,218
Germany,1921,02,247
Germany,1921,03,310
France,1921,04,273
France,1921,05,294
France,1921,06,273
France,1921,07,252
Russia,1921,08,202
Germany,1921,09,202
Germany,1921,10,192
France,1921,11,310
France,1921,12,294
France,1922,01,265
France,1922,02,219
France,1922,03,194
France,1922,04,237
France,1922,05,292
France,1922,06,233
Germany,1922,07,246
Germany,1922,08,247
France,1922,09,216
France,1922,10,264
France,1922,11,255
France,1922,12,245
France,1923,01,442
France,1923,02,389
France,1923,03,305
France,1923,04,260
France,1923,05,221
France,1923,06,235
France,1923,07,280
France,1923,08,284
Japan,1923,09,191
France,1923,10,229
France,1923,11,275
France,1923,12,255
France,1924,01,216
France,1924,02,201
France,1924,03,238
Germany,1924,04,208
France,1924,05,244
France,1924,06,206
France,1924,07,222
France,1924,08,208
France,1924,09,203
France,1924,10,224
France,1924,11,227
France,1924,12,236
France,1925,01,276
France,1925,02,251
France,1925,03,244
France,1925,04,245
France,1925,05,288
France,1925,06,249
France,1925,07,289
France,1925,08,324
France,1925,09,306
France,1925,10,272
France,1925,11,244
France,1925,12,264
France,1926,01,240
France,1926,02,201
France,1926,03,271
France,1926,04,256
United Kingdom,1926,05,296
France,1926,06,291
France,1926,07,284
France,1926,08,298
France,1926,09,276
France,1926,10,258
France,1926,11,296
France,1926,12,269
Mexico,1927,01,259
France,1927,02,271
France,1927,03,298
France,1927,04,304
France,1927,05,351
France,1927,06,301
United Kingdom,1927,07,296
United Kingdom,1927,08,257
France,1927,09,371
France,1927,10,306
France,1927,11,306
France,1927,12,258
France,1928,01,296
France,1928,02,281
France,1928,03,314
France,1928,04,314
France,1928,05,276
France,1928,06,245
France,1928,07,291
United Kingdom,1928,08,291
France,1928,09,266
France,1928,10,258
United Kingdom,1928,11,237
France,1928,12,259
Germany,1929,01,246
United Kingdom,1929,02,229
France,1929,03,236
United Kingdom,1929,04,281
France,1929,05,268
France,1929,06,263
France,1929,07,284
United Kingdom,1929,08,381
United Kingdom,1929,09,268
United Kingdom,1929,10,225
France,1929,11,283
France,1929,12,305
France,1930,01,351
France,1930,02,326
France,1930,03,342
France,1930,04,308
France,1930,05,286
Germany,1930,06,262
France,1930,07,280
France,1930,08,293
France,1930,09,327
France,1930,10,273
France,1930,11,272
France,1930,12,266
France,1931,01,277
United Kingdom,1931,02,290
France,1931,03,310
France,1931,04,303
France,1931,05,347
Germany,1931,06,391
Germany,1931,07,525
Germany,1931,08,325
France,1931,09,288
France,1931,10,343
Japan,1931,11,351
Germany,1931,12,273
Japan,1932,01,330
Japan,1932,02,573
Japan,1932,03,292
France,1932,04,276
France,1932,05,300
France,1932,06,263
Germany,1932,07,271
United Kingdom,1932,08,229
Germany,1932,09,266
France,1932,10,265
France,1932,11,295
France,1932,12,295
France,1933,01,248
United Kingdom,1933,02,254
Germany,1933,03,298
Germany,1933,04,341
Germany,1933,05,336
France,1933,06,275
France,1933,07,240
Germany,1933,08,256
Germany,1933,09,293
Germany,1933,10,339
Germany,1933,11,238
France,1933,12,270
Germany,1934,01,266
France,1934,02,260
France,1934,03,267
France,1934,04,228
France,1934,05,280
Germany,1934,06,333
Germany,1934,07,343
Germany,1934,08,242
United Kingdom,1934,09,217
France,1934,10,220
France,1934,11,263
France,1934,12,232
Germany,1935,01,175
France,1935,02,210
Germany,1935,03,234
Germany,1935,04,222
France,1935,05,214
France,1935,06,217
Germany,1935,07,207
Italy,1935,08,280
Italy,1935,09,326
Italy,1935,10,573
Italy,1935,11,378
Italy,1935,12,274
Italy,1936,01,216
France,1936,02,236
Germany,1936,03,297
France,1936,04,222
France,1936,05,276
France,1936,06,234
France,1936,07,243
Spain,1936,08,327
France,1936,09,289
France,1936,10,263
France,1936,11,255
Germany,1936,12,229
Spain,1937,01,196
United Kingdom,1937,02,179
France,1937,03,229
France,1937,04,170
Germany,1937,05,180
France,1937,06,186
United Kingdom,1937,07,223
Japan,1937,08,352
China,1937,09,284
Japan,1937,10,278
Japan,1937,11,203
Japan,1937,12,287
Japan,1938,01,218
United Kingdom,1938,02,217
Germany,1938,03,223
France,1938,04,207
France,1938,05,251
France,1938,06,221
Japan,1938,07,204
Germany,1938,08,237
Czechia,1938,09,296
Germany,1938,10,283
Germany,1938,11,276
France,1938,12,302
France,1939,01,265
France,1939,02,235
Germany,1939,03,262
United Kingdom,1939,04,260
United Kingdom,1939,05,279
United Kingdom,1939,06,258
United Kingdom,1939,07,257
United Kingdom,1939,08,320
Germany,1939,09,474
Germany,1939,10,363
United Kingdom,1939,11,363
Russia,1939,12,490
Russia,1940,01,299
United Kingdom,1940,02,287
United Kingdom,1940,03,294
United Kingdom,1940,04,372
France,1940,05,364
France,1940,06,556
United Kingdom,1940,07,528
United Kingdom,1940,08,529
United Kingdom,1940,09,441
United Kingdom,1940,10,440
United Kingdom,1940,11,441
United Kingdom,1940,12,451
United Kingdom,1941,01,575
United Kingdom,1941,02,550
United Kingdom,1941,03,578
United Kingdom,1941,04,559
United Kingdom,1941,05,628
United Kingdom,1941,06,516
Russia,1941,07,473
Russia,1941,08,426
United Kingdom,1941,09,368
Russia,1941,10,381
United Kingdom,1941,11,374
Japan,1941,12,551
Japan,1942,01,465
Japan,1942,02,384
Japan,1942,03,351
United Kingdom,1942,04,290
United Kingdom,1942,05,297
United Kingdom,1942,06,365
United Kingdom,1942,07,307
United Kingdom,1942,08,314
United Kingdom,1942,09,307
United Kingdom,1942,10,272
France,1942,11,275
United Kingdom,1942,12,288
Germany,1943,01,292
Russia,1943,02,252
United Kingdom,1943,03,290
United Kingdom,1943,04,290
Japan,1943,05,249
Japan,1943,06,227
Italy,1943,07,278
Germany,1943,08,283
Italy,1943,09,380
Germany,1943,10,283
Germany,1943,11,292
Germany,1943,12,267
Germany,1944,01,269
Germany,1944,02,268
Germany,1944,03,259
Germany,1944,04,249
Germany,1944,05,276
Germany,1944,06,319
Germany,1944,07,368
Germany,1944,08,418
Germany,1944,09,398
Germany,1944,10,365
Japan,1944,11,264
Germany,1944,12,307
Germany,1945,01,303
Germany,1945,02,283
Germany,1945,03,330
Germany,1945,04,377
Germany,1945,05,367
Japan,1945,06,277
Japan,1945,07,325
Japan,1945,08,480
Japan,1945,09,426
Russia,1945,10,229
United Kingdom,1945,11,251
United Kingdom,1945,12,215
Russia,1946,01,220
Russia,1946,02,248
Russia,1946,03,498
Russia,1946,04,349
Russia,1946,05,303
Russia,1946,06,329
Russia,1946,07,370
Russia,1946,08,407
Russia,1946,09,352
Russia,1946,10,340
Russia,1946,11,295
Russia,1946,12,324
United Kingdom,1947,01,257
Russia,1947,02,291
Russia,1947,03,317
Russia,1947,04,292
Russia,1947,05,289
Russia,1947,06,325
Russia,1947,07,310
Russia,1947,08,282
Russia,1947,09,285
Russia,1947,10,362
Russia,1947,11,318
Russia,1947,12,290
Russia,1948,01,274
Russia,1948,02,302
Russia,1948,03,364
Russia,1948,04,367
Russia,1948,05,347
Russia,1948,06,270
Russia,1948,07,298
Russia,1948,08,406
Russia,1948,09,332
Russia,1948,10,350
Russia,1948,11,261
Russia,1948,12,259
United Kingdom,1949,01,242
Russia,1949,02,267
Russia,1949,03,362
Russia,1949,04,317
Russia,1949,05,323
Russia,1949,06,265
Russia,1949,07,274
Russia,1949,08,237
Russia,1949,09,278
Russia,1949,10,332
Russia,1949,11,270
Russia,1949,12,247
Russia,1950,01,240
Russia,1950,02,263
Russia,1950,03,244
Russia,1950,04,247
Russia,1950,05,276
Russia,1950,06,226
Russia,1950,07,228
Russia,1950,08,295
Russia,1950,09,246
Russia,1950,10,266
China,1950,11,263
China,1950,12,228
China,1951,01,199
Russia,1951,02,212
Russia,1951,03,246
Russia,1951,04,225
Russia,1951,05,241
Russia,1951,06,236
United Kingdom,1951,07,201
Russia,1951,08,246
Russia,1951,09,199
United Kingdom,1951,10,242
Russia,1951,11,225
Russia,1951,12,183
Russia,1952,01,204
Russia,1952,02,179
Russia,1952,03,232
Russia,1952,04,187
Russia,1952,05,181
Russia,1952,06,223
Russia,1952,07,220
Russia,1952,08,207
Russia,1952,09,220
Russia,1952,10,212
France,1952,11,179
Russia,1952,12,184
Russia,1953,01,166
Russia,1953,02,201
Russia,1953,03,331
Russia,1953,04,267
United Kingdom,1953,05,198
Russia,1953,06,192
Russia,1953,07,272
Russia,1953,08,282
Russia,1953,09,224
Russia,1953,10,229
Russia,1953,11,215
Russia,1953,12,231
Russia,1954,01,223
Russia,1954,02,229
Russia,1954,03,230
Russia,1954,04,238
France,1954,05,222
Russia,1954,06,192
France,1954,07,227
France,1954,08,249
Russia,1954,09,239
Russia,1954,10,208
Russia,1954,11,248
Russia,1954,12,186
Russia,1955,01,212
Russia,1955,02,203
Russia,1955,03,239
Russia,1955,04,216
Russia,1955,05,317
Russia,1955,06,315
Russia,1955,07,334
Russia,1955,08,332
Russia,1955,09,346
Russia,1955,10,378
Russia,1955,11,339
Russia,1955,12,350
Russia,1956,01,341
Russia,1956,02,331
Russia,1956,03,325
Russia,1956,04,420
Russia,1956,05,349
Russia,1956,06,395
Russia,1956,07,356
Russia,1956,08,235
Russia,1956,09,291
Russia,1956,10,375
Russia,1956,11,540
Hungary,1956,12,364
Russia,1957,01,246
Russia,1957,02,208
Israel,1957,03,179
Russia,1957,04,228
Russia,1957,05,215
Russia,1957,06,249
Russia,1957,07,292
Russia,1957,08,321
Russia,1957,09,281
Russia,1957,10,428
Russia,1957,11,415
Russia,1957,12,349
Russia,1958,01,383
Russia,1958,02,271
Russia,1958,03,298
Russia,1958,04,397
Russia,1958,05,306
Russia,1958,06,336
Russia,1958,07,352
Russia,1958,08,300
Russia,1958,09,241
Russia,1958,10,287
Russia,1958,11,352
Russia,1958,12,163
Russia,1959,01,400
Russia,1959,02,298
Russia,1959,03,296
Russia,1959,04,284
Russia,1959,05,303
Russia,1959,06,278
Russia,1959,07,357
Russia,1959,08,326
Russia,1959,09,432
Russia,1959,10,342
Russia,1959,11,321
Russia,1959,12,257
Russia,1960,01,321
Russia,1960,02,314
Russia,1960,03,279
Russia,1960,04,217
Russia,1960,05,419
Russia,1960,06,239
Russia,1960,07,298
Russia,1960,08,351
Russia,1960,09,353
Russia,1960,10,307
Russia,1960,11,257
Russia,1960,12,244
Russia,1961,01,262
Russia,1961,02,250
Russia,1961,03,233
Cuba,1961,04,336
Russia,1961,05,219
Russia,1961,06,267
Russia,1961,07,277
Russia,1961,08,300
Russia,1961,09,353
Russia,1961,10,379
Russia,1961,11,351
Russia,1961,12,241
Russia,1962,01,235
Russia,1962,02,301
Russia,1962,03,264
Russia,1962,04,266
Russia,1962,05,229
Russia,1962,06,217
Russia,1962,07,246
Russia,1962,08,306
Russia,1962,09,328
Cuba,1962,10,407
Russia,1962,11,347
Russia,1962,12,204
Russia,1963,01,121
Russia,1963,02,169
Russia,1963,03,219
Russia,1963,04,267
Russia,1963,05,253
Russia,1963,06,226
Russia,1963,07,275
Russia,1963,08,199
Russia,1963,09,284
Russia,1963,10,272
Russia,1963,11,290
Russia,1963,12,257
Russia,1964,01,170
Russia,1964,02,151
Russia,1964,03,155
Russia,1964,04,151
Russia,1964,05,164
Russia,1964,06,146
Russia,1964,07,136
Russia,1964,08,127
Russia,1964,09,144
Russia,1964,10,178
Russia,1964,11,148
Russia,1964,12,148
Russia,1965,01,201
Russia,1965,02,217
Russia,1965,03,206
Vietnam,1965,04,217
Russia,1965,05,205
Vietnam,1965,06,176
Vietnam,1965,07,219
Vietnam,1965,08,225
India,1965,09,217
Vietnam,1965,10,169
Vietnam,1965,11,189
Vietnam,1965,12,243
Vietnam,1966,01,230
Vietnam,1966,02,287
Vietnam,1966,03,180
Vietnam,1966,04,180
Vietnam,1966,05,164
Vietnam,1966,06,146
Vietnam,1966,07,226
Vietnam,1966,08,182
Vietnam,1966,09,206
Russia,1966,10,184
Russia,1966,11,168
Russia,1966,12,170
Vietnam,1967,01,162
Vietnam,1967,02,144
Vietnam,1967,03,187
Russia,1967,04,154
Vietnam,1967,05,181
Israel,1967,06,312
Israel,1967,07,188
Vietnam,1967,08,148
Vietnam,1967,09,145
Russia,1967,10,210
Russia,1967,11,146
Vietnam,1967,12,158
Vietnam,1968,01,159
Vietnam,1968,02,172
Vietnam,1968,03,174
Vietnam,1968,04,146
France,1968,05,154
Russia,1968,06,132
Russia,1968,07,200
Russia,1968,08,212
Russia,1968,09,225
Russia,1968,10,176
Russia,1968,11,146
Russia,1968,12,126
Russia,1969,01,145
Russia,1969,02,157
Russia,1969,03,218
Russia,1969,04,152
Russia,1969,05,131
Russia,1969,06,107
Russia,1969,07,157
Russia,1969,08,159
Israel,1969,09,113
Russia,1969,10,148
Vietnam,1969,11,149
Russia,1969,12,125
Israel,1970,01,127
Russia,1970,02,132
Russia,1970,03,126
Russia,1970,04,143
Cambodia,1970,05,257
Cambodia,1970,06,146
Russia,1970,07,106
Israel,1970,08,118
Israel,1970,09,113
Russia,1970,10,161
Russia,1970,11,129
Russia,1970,12,137
Russia,1971,01,133
Laos,1971,02,154
Russia,1971,03,138
China,1971,04,120
Russia,1971,05,155
Russia,1971,06,144
Vietnam,1971,07,107
Russia,1971,08,107
Russia,1971,09,144
Russia,1971,10,164
China,1971,11,117
India,1971,12,169
Russia,1972,01,130
China,1972,02,145
Russia,1972,03,124
Russia,1972,04,124
Russia,1972,05,166
Russia,1972,06,119
Russia,1972,07,124
Russia,1972,08,135
Russia,1972,09,171
Russia,1972,10,138
Russia,1972,11,95
Russia,1972,12,108
Vietnam,1973,01,115
Russia,1973,02,110
Russia,1973,03,114
Russia,1973,04,132
Russia,1973,05,125
Russia,1973,06,154
Russia,1973,07,139
Cambodia,1973,08,103
Russia,1973,09,162
Israel,1973,10,314
Israel,1973,11,194
Russia,1973,12,142
Russia,1974,01,128
Russia,1974,02,113
Russia,1974,03,142
Russia,1974,04,119
Israel,1974,05,125
Russia,1974,06,141
Russia,1974,07,163
Cyprus,1974,08,165
Russia,1974,09,141
Russia,1974,10,134
Russia,1974,11,105
Russia,1974,12,129
Russia,1975,01,125
Russia,1975,02,104
Cambodia,1975,03,115
Vietnam,1975,04,211
Vietnam,1975,05,118
Russia,1975,06,114
Russia,1975,07,154
Russia,1975,08,123
Russia,1975,09,101
Russia,1975,10,129
Russia,1975,11,124
Russia,1975,12,162
Russia,1976,01,150
Russia,1976,02,137
Russia,1976,03,112
Russia,1976,04,112
Russia,1976,05,129
Lebanon,1976,06,116
Russia,1976,07,111
South Africa,1976,08,86
Zimbabwe,1976,09,92
Russia,1976,10,97
Russia,1976,11,86
Russia,1976,12,114
Russia,1977,01,116
Russia,1977,02,109
Russia,1977,03,118
Russia,1977,04,151
Russia,1977,05,108
Russia,1977,06,134
Russia,1977,07,126
Russia,1977,08,99
Russia,1977,09,91
Russia,1977,10,136
Israel,1977,11,148
Israel,1977,12,142
Russia,1978,01,111
Russia,1978,02,115
Israel,1978,03,148
Russia,1978,04,135
Russia,1978,05,138
Russia,1978,06,173
Russia,1978,07,147
Russia,1978,08,23
Prussia,1978,09,0
Prussia,1978,10,0
Russia,1978,11,88
China,1978,12,142
China,1979,01,153
Iran,1979,02,166
China,1979,03,109
Russia,1979,04,94
China,1979,05,83
Russia,1979,06,105
China,1979,07,67
Russia,1979,08,83
Russia,1979,09,117
Russia,1979,10,100
Iran,1979,11,259
Iran,1979,12,283
Russia,1980,01,293
Russia,1980,02,209
Russia,1980,03,101
Iran,1980,04,234
Iran,1980,05,128
Russia,1980,06,140
Russia,1980,07,199
Russia,1980,08,149
Iran,1980,09,180
Iran,1980,10,295
Iran,1980,11,221
Iran,1980,12,198
Iran,1981,01,122
Russia,1981,02,57
Russia,1981,03,80
Russia,1981,04,92
Russia,1981,05,61
Russia,1981,06,87
Russia,1981,07,76
Russia,1981,08,78
Russia,1981,09,102
Egypt,1981,10,66
Russia,1981,11,91
Poland,1981,12,149
Poland,1982,01,155
Russia,1982,02,76
Russia,1982,03,61
Argentina,1982,04,83
Argentina,1982,05,96
Israel,1982,06,149
Israel,1982,07,116
Israel,1982,08,101
Israel,1982,09,137
Israel,1982,10,92
Russia,1982,11,101
Russia,1982,12,66
Russia,1983,01,73
Israel,1983,02,74
Russia,1983,03,76
Russia,1983,04,83
Russia,1983,05,93
Russia,1983,06,70
Russia,1983,07,60
Russia,1983,08,87
Russia,1983,09,151
Russia,1983,10,77
Grenada,1983,11,118
Russia,1983,12,83
Russia,1984,01,73
Lebanon,1984,02,84
Russia,1984,03,55
Russia,1984,04,73
Russia,1984,05,95
Russia,1984,06,67
Russia,1984,07,74
Russia,1984,08,67
Russia,1984,09,69
Russia,1984,10,60
Russia,1984,11,81
India,1984,12,90
Israel,1985,01,60
Russia,1985,02,59
Russia,1985,03,78
Russia,1985,04,61
Russia,1985,05,53
Russia,1985,06,78
Russia,1985,07,62
South Africa,1985,08,102
Russia,1985,09,77
Russia,1985,10,91
Russia,1985,11,143
Russia,1985,12,78
Libya,1986,01,78
Russia,1986,02,68
Russia,1986,03,76
Libya,1986,04,116
Russia,1986,05,111
Russia,1986,06,80
South Africa,1986,07,65
Russia,1986,08,104
Russia,1986,09,115
Russia,1986,10,148
Iran,1986,11,143
Iran,1986,12,124
Iran,1987,01,112
Iran,1987,02,83
Russia,1987,03,97
Russia,1987,04,105
Russia,1987,05,71
Russia,1987,06,66
Russia,1987,07,100
Iran,1987,08,97
Russia,1987,09,90
Russia,1987,10,114
Russia,1987,11,88
Russia,1987,12,124
Israel,1988,01,81
Russia,1988,02,120
Russia,1988,03,91
Russia,1988,04,76
Russia,1988,05,127
Russia,1988,06,119
Russia,1988,07,117
Russia,1988,08,77
Russia,1988,09,107
Russia,1988,10,104
Russia,1988,11,96
Russia,1988,12,110
Russia,1989,01,114
Russia,1989,02,102
Russia,1989,03,109
Russia,1989,04,143
Russia,1989,05,111
China,1989,06,170
Russia,1989,07,87
Russia,1989,08,69
Russia,1989,09,80
Russia,1989,10,90
Germany,1989,11,109
Panama,1989,12,106
Russia,1990,01,103
Russia,1990,02,119
Russia,1990,03,110
Russia,1990,04,86
Russia,1990,05,116
Russia,1990,06,93
Russia,1990,07,91
Iraq,1990,08,219
Iraq,1990,09,167
Russia,1990,10,87
Iraq,1990,11,108
Russia,1990,12,111
Iraq,1991,01,196
Iraq,1991,02,205
Iraq,1991,03,163
Iraq,1991,04,145
Russia,1991,05,64
Russia,1991,06,77
Russia,1991,07,81
Russia,1991,08,130
Russia,1991,09,154
Russia,1991,10,68
Russia,1991,11,82
Russia,1991,12,117
Russia,1992,01,111
Russia,1992,02,69
Russia,1992,03,78
Russia,1992,04,76
Russia,1992,05,54
Russia,1992,06,71
Iraq,1992,07,58
Iraq,1992,08,59
Japan,1992,09,47
Iraq,1992,10,49
Japan,1992,11,41
Somalia,1992,12,124
Iraq,1993,01,74
Japan,1993,02,42
Russia,1993,03,82
Russia,1993,04,73
China,1993,05,48
Japan,1993,06,57
Japan,1993,07,83
Israel,1993,08,54
Israel,1993,09,86
Somalia,1993,10,102
Russia,1993,11,44
Russia,1993,12,99
Russia,1994,01,63
Russia,1994,02,66
Russia,1994,03,62
Japan,1994,04,55
Haiti,1994,05,48
Japan,1994,06,61
Rwanda,1994,07,72
Cuba,1994,08,77
Haiti,1994,09,118
Haiti,1994,10,81
Russia,1994,11,39
Russia,1994,12,59
Mexico,1995,01,79
Mexico,1995,02,73
Mexico,1995,03,46
Japan,1995,04,44
Japan,1995,05,64
Japan,1995,06,79
China,1995,07,57
China,1995,08,50
China,1995,09,42
Japan,1995,10,56
Israel,1995,11,75
France,1995,12,64
Japan,1996,01,51
Russia,1996,02,43
Israel,1996,03,55
Israel,1996,04,52
India,1996,05,55
Japan,1996,06,64
Russia,1996,07,48
Japan,1996,08,36
Iraq,1996,09,75
Japan,1996,10,41
DR Congo,1996,11,35
China,1996,12,40
Russia,1997,01,45
China,1997,02,57
China,1997,03,73
China,1997,04,45
DR Congo,1997,05,50
France,1997,06,49
Mexico,1997,07,49
Israel,1997,08,44
China,1997,09,35
China,1997,10,50
Iraq,1997,11,79
Mexico,1997,12,38
Iraq,1998,01,46
Iraq,1998,02,140
Russia,1998,03,50
Israel,1998,04,49
China,1998,05,70
China,1998,06,133
China,1998,07,59
Russia,1998,08,92
Russia,1998,09,78
Kosovo,1998,10,49
Iraq,1998,11,71
Iraq,1998,12,87
Iraq,1999,01,57
Kosovo,1999,02,66
China,1999,03,76
Kosovo,1999,04,207
Kosovo,1999,05,146
Kosovo,1999,06,173
China,1999,07,69
Russia,1999,08,63
Russia,1999,09,72
Russia,1999,10,53
China,1999,11,67
Russia,1999,12,90
Russia,2000,01,66
Russia,2000,02,49
China,2000,03,55
Cuba,2000,04,66
China,2000,05,113
China,2000,06,51
China,2000,07,60
China,2000,08,48
China,2000,09,61
China,2000,10,64
Israel,2000,11,57
China,2000,12,58
China,2001,01,38
Russia,2001,02,40
China,2001,03,74
China,2001,04,123
China,2001,05,88
China,2001,06,75
China,2001,07,79
Russia,2001,08,58
Afghanistan,2001,09,63
Afghanistan,2001,10,122
Afghanistan,2001,11,158
Afghanistan,2001,12,128
Japan,2002,01,76
Japan,2002,02,67
Israel,2002,03,88
Israel,2002,04,131
Israel,2002,05,68
France,2002,06,62
Japan,2002,07,65
Iraq,2002,08,69
Iraq,2002,09,180
Iraq,2002,10,196
Iraq,2002,11,112
Iraq,2002,12,148
Iraq,2003,01,182
Iraq,2003,02,228
Iraq,2003,03,388
Iraq,2003,04,421
Iraq,2003,05,218
Iraq,2003,06,157
Iraq,2003,07,169
Iraq,2003,08,154
Iraq,2003,09,232
Iraq,2003,10,236
Iraq,2003,11,185
Iraq,2003,12,221
Iraq,2004,01,141
Iraq,2004,02,160
Iraq,2004,03,111
Iraq,2004,04,215
Iraq,2004,05,255
Iraq,2004,06,243
Iraq,2004,07,176
Iraq,2004,08,119
Iraq,2004,09,136
Iraq,2004,10,176
Iraq,2004,11,100
Iraq,2004,12,117
Iraq,2005,01,168
Iraq,2005,02,108
Iraq,2005,03,78
Iraq,2005,04,80
Iraq,2005,05,98
Iraq,2005,06,116
Iraq,2005,07,93
Iraq,2005,08,125
Iraq,2005,09,75
Iraq,2005,10,92
Iraq,2005,11,132
Iraq,2005,12,175
Iraq,2006,01,56
Iraq,2006,02,89
Iraq,2006,03,129
Iraq,2006,04,121
Iraq,2006,05,112
Iraq,2006,06,173
Israel,2006,07,153
Israel,2006,08,123
