country,year,month,count
France,1924,01,206
France,1924,02,192
France,1924,03,219
Germany,1924,04,180
France,1924,05,228
France,1924,06,191
France,1924,07,204
France,1924,08,191
Germany,1924,09,185
France,1924,10,210
France,1924,11,210
France,1924,12,211
France,1925,01,251
France,1925,02,229
France,1925,03,229
France,1925,04,230
France,1925,05,248
France,1925,06,231
France,1925,07,270
France,1925,08,283
France,1925,09,272
France,1925,10,240
France,1925,11,228
France,1925,12,245
France,1926,01,228
France,1926,02,189
France,1926,03,246
France,1926,04,241
United Kingdom,1926,05,274
France,1926,06,274
France,1926,07,263
France,1926,08,281
France,1926,09,255
France,1926,10,241
France,1926,11,279
France,1926,12,258
France,1927,01,243
France,1927,02,254
France,1927,03,282
France,1927,04,292
France,1927,05,323
France,1927,06,286
United Kingdom,1927,07,268
United Kingdom,1927,08,245
France,1927,09,342
France,1927,10,279
France,1927,11,295
France,1927,12,249
France,1928,01,279
France,1928,02,267
France,1928,03,302
France,1928,04,301
France,1928,05,273
France,1928,06,227
France,1928,07,271
United Kingdom,1928,08,278
France,1928,09,251
France,1928,10,239
United Kingdom,1928,11,223
France,1928,12,244
Germany,1929,01,233
United Kingdom,1929,02,218
France,1929,03,231
United Kingdom,1929,04,263
France,1929,05,246
France,1929,06,245
France,1929,07,267
United Kingdom,1929,08,340
France,1929,09,242
United Kingdom,1929,10,210
France,1929,11,268
France,1929,12,284
France,1930,01,325
France,1930,02,295
France,1930,03,307
France,1930,04,290
France,1930,05,276
Germany,1930,06,247
France,1930,07,268
France,1930,08,282
France,1930,09,306
France,1930,10,266
France,1930,11,248
France,1930,12,251
France,1931,01,264
United Kingdom,1931,02,271
France,1931,03,297
France,1931,04,288
France,1931,05,318
Germany,1931,06,342
Germany,1931,07,457
Germany,1931,08,305
France,1931,09,270
France,1931,10,319
Japan,1931,11,287
Germany,1931,12,252
France,1932,01,296
Japan,1932,02,468
France,1932,03,263
France,1932,04,264
France,1932,05,281
France,1932,06,246
Germany,1932,07,249
United Kingdom,1932,08,211
Germany,1932,09,252
France,1932,10,254
France,1932,11,271
France,1932,12,264
France,1933,01,235
France,1933,02,240
Germany,1933,03,286
Germany,1933,04,321
Germany,1933,05,307
France,1933,06,244
France,1933,07,226
Germany,1933,08,243
Germany,1933,09,275
Germany,1933,10,304
Germany,1933,11,229
France,1933,12,253
Germany,1934,01,255
France,1934,02,241
France,1934,03,245
France,1934,04,223
France,1934,05,262
Germany,1934,06,312
Germany,1934,07,318
Germany,1934,08,225
United Kingdom,1934,09,209
France,1934,10,206
France,1934,11,249
France,1934,12,222
France,1935,01,164
France,1935,02,196
Germany,1935,03,218
Germany,1935,04,204
France,1935,05,201
France,1935,06,207
Germany,1935,07,189
Italy,1935,08,249
Italy,1935,09,281
Italy,1935,10,488
Italy,1935,11,323
Italy,1935,12,245
United Kingdom,1936,01,202
France,1936,02,224
Germany,1936,03,269
France,1936,04,205
France,1936,05,260
France,1936,06,223
France,1936,07,231
Spain,1936,08,286
France,1936,09,270
France,1936,10,244
France,1936,11,242
Germany,1936,12,203
Spain,1937,01,178
United Kingdom,1937,02,169
France,1937,03,216
United Kingdom,1937,04,159
United Kingdom,1937,05,168
France,1937,06,174
United Kingdom,1937,07,210
Japan,1937,08,293
China,1937,09,233
Japan,1937,10,246
United Kingdom,1937,11,182
Japan,1937,12,237
Japan,1938,01,199
United Kingdom,1938,02,197
United Kingdom,1938,03,202
France,1938,04,190
France,1938,05,235
France,1938,06,205
Japan,1938,07,182
Germany,1938,08,216
Czechia,1938,09,234
Germany,1938,10,255
Germany,1938,11,253
France,1938,12,269
France,1939,01,243
France,1939,02,205
France,1939,03,229
Germany,1939,04,229
United Kingdom,1939,05,255
United Kingdom,1939,06,233
United Kingdom,1939,07,234
United Kingdom,1939,08,284
Germany,1939,09,421
Germany,1939,10,322
United Kingdom,1939,11,325
Russia,1939,12,419
Russia,1940,01,253
United Kingdom,1940,02,258
United Kingdom,1940,03,262
United Kingdom,1940,04,327
France,1940,05,323
France,1940,06,489
United Kingdom,1940,07,475
United Kingdom,1940,08,461
United Kingdom,1940,09,395
United Kingdom,1940,10,403
United Kingdom,1940,11,391
United Kingdom,1940,12,412
United Kingdom,1941,01,514
United Kingdom,1941,02,495
United Kingdom,1941,03,514
United Kingdom,1941,04,490
United Kingdom,1941,05,549
United Kingdom,1941,06,467
Russia,1941,07,419
Russia,1941,08,364
United Kingdom,1941,09,342
United Kingdom,1941,10,336
United Kingdom,1941,11,347
Japan,1941,12,498
Japan,1942,01,401
Japan,1942,02,311
United Kingdom,1942,03,311
United Kingdom,1942,04,260
United Kingdom,1942,05,267
United Kingdom,1942,06,322
United Kingdom,1942,07,275
United Kingdom,1942,08,293
United Kingdom,1942,09,282
United Kingdom,1942,10,257
France,1942,11,247
United Kingdom,1942,12,271
United Kingdom,1943,01,264
United Kingdom,1943,02,227
United Kingdom,1943,03,262
United Kingdom,1943,04,259
Japan,1943,05,224
Japan,1943,06,214
Italy,1943,07,244
Germany,1943,08,251
Italy,1943,09,336
Germany,1943,10,252
Germany,1943,11,260
Germany,1943,12,240
Germany,1944,01,234
Germany,1944,02,239
Germany,1944,03,229
Germany,1944,04,227
Germany,1944,05,246
Germany,1944,06,281
Germany,1944,07,315
Germany,1944,08,357
Germany,1944,09,340
Germany,1944,10,316
Germany,1944,11,232
Germany,1944,12,273
Germany,1945,01,255
Germany,1945,02,242
Germany,1945,03,288
Germany,1945,04,324
Germany,1945,05,333
Japan,1945,06,229
Japan,1945,07,265
Japan,1945,08,403
Japan,1945,09,356
Russia,1945,10,198
United Kingdom,1945,11,229
United Kingdom,1945,12,199
Russia,1946,01,192
Russia,1946,02,211
Russia,1946,03,417
Russia,1946,04,281
Russia,1946,05,261
Russia,1946,06,286
Russia,1946,07,313
Russia,1946,08,346
Russia,1946,09,307
Russia,1946,10,301
Russia,1946,11,252
Russia,1946,12,283
United Kingdom,1947,01,246
Russia,1947,02,260
Russia,1947,03,286
Russia,1947,04,257
Russia,1947,05,256
Russia,1947,06,280
Russia,1947,07,271
Russia,1947,08,250
Russia,1947,09,250
Russia,1947,10,323
Russia,1947,11,276
Russia,1947,12,250
Russia,1948,01,239
Russia,1948,02,268
Russia,1948,03,312
Russia,1948,04,322
Russia,1948,05,301
Russia,1948,06,230
Russia,1948,07,248
Russia,1948,08,325
Russia,1948,09,274
Russia,1948,10,299
Russia,1948,11,233
Russia,1948,12,226
United Kingdom,1949,01,224
Russia,1949,02,242
Russia,1949,03,312
Russia,1949,04,265
Russia,1949,05,270
Russia,1949,06,219
Russia,1949,07,239
Russia,1949,08,219
Russia,1949,09,241
Russia,1949,10,288
Russia,1949,11,242
Russia,1949,12,221
Russia,1950,01,213
Russia,1950,02,231
Russia,1950,03,215
Russia,1950,04,217
Russia,1950,05,242
Russia,1950,06,197
Russia,1950,07,207
Russia,1950,08,260
Russia,1950,09,217
Russia,1950,10,232
China,1950,11,217
China,1950,12,189
Russia,1951,01,171
Russia,1951,02,185
Russia,1951,03,212
Russia,1951,04,205
Russia,1951,05,216
Russia,1951,06,208
United Kingdom,1951,07,186
Russia,1951,08,209
Russia,1951,09,178
United Kingdom,1951,10,201
Russia,1951,11,200
Russia,1951,12,162
Russia,1952,01,184
France,1952,02,165
Russia,1952,03,207
Russia,1952,04,165
United Kingdom,1952,05,163
Russia,1952,06,189
Russia,1952,07,197
Russia,1952,08,188
Russia,1952,09,193
Russia,1952,10,183
France,1952,11,171
Russia,1952,12,161
Russia,1953,01,153
Russia,1953,02,180
Russia,1953,03,282
Russia,1953,04,228
United Kingdom,1953,05,179
Russia,1953,06,164
Russia,1953,07,234
Russia,1953,08,250
Russia,1953,09,196
Russia,1953,10,203
Russia,1953,11,191
Russia,1953,12,202
Russia,1954,01,196
Russia,1954,02,200
Russia,1954,03,210
Russia,1954,04,213
Russia,1954,05,202
Russia,1954,06,176
France,1954,07,179
France,1954,08,212
Russia,1954,09,207
Russia,1954,10,178
Russia,1954,11,213
Russia,1954,12,157
Russia,1955,01,192
Russia,1955,02,181
Russia,1955,03,206
Russia,1955,04,185
Russia,1955,05,264
Russia,1955,06,266
Russia,1955,07,284
Russia,1955,08,289
Russia,1955,09,293
Russia,1955,10,324
Russia,1955,11,294
Russia,1955,12,297
Russia,1956,01,303
Russia,1956,02,279
Russia,1956,03,282
Russia,1956,04,349
Russia,1956,05,296
Russia,1956,06,337
Russia,1956,07,311
Russia,1956,08,207
Russia,1956,09,263
Russia,1956,10,306
Russia,1956,11,450
Hungary,1956,12,314
Russia,1957,01,211
Russia,1957,02,178
Russia,1957,03,150
Russia,1957,04,195
Russia,1957,05,181
Russia,1957,06,215
Russia,1957,07,242
Russia,1957,08,258
Russia,1957,09,240
Russia,1957,10,371
Russia,1957,11,360
Russia,1957,12,307
Russia,1958,01,328
Russia,1958,02,243
Russia,1958,03,264
Russia,1958,04,340
Russia,1958,05,271
Russia,1958,06,298
Russia,1958,07,297
Russia,1958,08,266
Russia,1958,09,215
Russia,1958,10,252
Russia,1958,11,298
Russia,1958,12,144
Russia,1959,01,342
Russia,1959,02,253
Russia,1959,03,262
Russia,1959,04,238
Russia,1959,05,263
Russia,1959,06,246
Russia,1959,07,300
Russia,1959,08,281
Russia,1959,09,371
Russia,1959,10,302
Russia,1959,11,290
Russia,1959,12,230
Russia,1960,01,280
Russia,1960,02,276
Russia,1960,03,239
Russia,1960,04,190
Russia,1960,05,349
Russia,1960,06,203
Russia,1960,07,254
Russia,1960,08,299
Russia,1960,09,304
Russia,1960,10,272
Russia,1960,11,237
Russia,1960,12,213
Russia,1961,01,229
Russia,1961,02,216
Russia,1961,03,202
Cuba,1961,04,282
Russia,1961,05,193
Russia,1961,06,231
Russia,1961,07,240
Russia,1961,08,251
Russia,1961,09,299
Russia,1961,10,310
Russia,1961,11,303
Russia,1961,12,205
Russia,1962,01,190
Russia,1962,02,251
Russia,1962,03,225
Russia,1962,04,223
Russia,1962,05,204
Russia,1962,06,191
Russia,1962,07,218
Russia,1962,08,257
Russia,1962,09,279
Cuba,1962,10,340
Russia,1962,11,281
Russia,1962,12,169
Russia,1963,01,98
Russia,1963,02,132
Russia,1963,03,170
Russia,1963,04,229
Russia,1963,05,222
Russia,1963,06,195
Russia,1963,07,231
Russia,1963,08,167
Russia,1963,09,245
Russia,1963,10,234
Russia,1963,11,251
Russia,1963,12,224
Russia,1964,01,170
Russia,1964,02,151
Russia,1964,03,155
Russia,1964,04,151
Russia,1964,05,164
Russia,1964,06,146
Russia,1964,07,136
Russia,1964,08,127
Russia,1964,09,144
Russia,1964,10,178
Russia,1964,11,148
Russia,1964,12,148
Russia,1965,01,180
Russia,1965,02,193
Russia,1965,03,176
Russia,1965,04,171
Russia,1965,05,183
Russia,1965,06,150
Vietnam,1965,07,183
Vietnam,1965,08,186
India,1965,09,167
Vietnam,1965,10,137
Vietnam,1965,11,159
Vietnam,1965,12,203
Vietnam,1966,01,188
Vietnam,1966,02,232
Russia,1966,03,156
Vietnam,1966,04,148
Vietnam,1966,05,139
Vietnam,1966,06,123
Vietnam,1966,07,195
Vietnam,1966,08,153
Vietnam,1966,09,168
Russia,1966,10,156
Russia,1966,11,148
Russia,1966,12,148
Russia,1967,01,147
Vietnam,1967,02,122
Russia,1967,03,157
Russia,1967,04,141
Vietnam,1967,05,148
Israel,1967,06,256
Israel,1967,07,148
Russia,1967,08,123
Vietnam,1967,09,116
Russia,1967,10,168
Russia,1967,11,133
Vietnam,1967,12,129
Russia,1968,01,142
Vietnam,1968,02,143
Vietnam,1968,03,146
Vietnam,1968,04,123
France,1968,05,130
Russia,1968,06,121
Russia,1968,07,158
Russia,1968,08,169
Russia,1968,09,182
Russia,1968,10,148
Russia,1968,11,122
Russia,1968,12,114
Russia,1969,01,126
Russia,1969,02,142
Russia,1969,03,185
Russia,1969,04,135
Russia,1969,05,124
Russia,1969,06,96
Russia,1969,07,135
Russia,1969,08,141
Israel,1969,09,97
Russia,1969,10,128
Vietnam,1969,11,119
Russia,1969,12,114
Israel,1970,01,97
Russia,1970,02,112
Russia,1970,03,117
Russia,1970,04,125
Cambodia,1970,05,190
Cambodia,1970,06,109
Russia,1970,07,90
Russia,1970,08,91
Russia,1970,09,92
Russia,1970,10,133
Russia,1970,11,110
Russia,1970,12,116
Russia,1971,01,114
Laos,1971,02,120
Russia,1971,03,126
Russia,1971,04,104
Russia,1971,05,134
Russia,1971,06,130
Vietnam,1971,07,93
Russia,1971,08,91
Russia,1971,09,126
Russia,1971,10,142
China,1971,11,105
India,1971,12,135
Russia,1972,01,122
China,1972,02,128
Russia,1972,03,110
Russia,1972,04,110
Russia,1972,05,147
Russia,1972,06,99
Russia,1972,07,113
Russia,1972,08,114
Russia,1972,09,151
Russia,1972,10,126
Russia,1972,11,89
Russia,1972,12,101
Russia,1973,01,104
Russia,1973,02,104
Russia,1973,03,108
Russia,1973,04,122
Russia,1973,05,118
Russia,1973,06,137
Russia,1973,07,130
Russia,1973,08,85
Russia,1973,09,142
Israel,1973,10,252
Israel,1973,11,158
Russia,1973,12,128
Russia,1974,01,117
Russia,1974,02,102
Russia,1974,03,129
Russia,1974,04,107
Russia,1974,05,112
Russia,1974,06,122
Russia,1974,07,152
Cyprus,1974,08,138
Russia,1974,09,133
Russia,1974,10,120
Russia,1974,11,100
Russia,1974,12,118
Russia,1975,01,115
Russia,1975,02,97
Cambodia,1975,03,90
Vietnam,1975,04,171
Vietnam,1975,05,104
Russia,1975,06,104
Russia,1975,07,138
Russia,1975,08,110
Russia,1975,09,95
Russia,1975,10,116
Russia,1975,11,117
Russia,1975,12,140
Russia,1976,01,131
Russia,1976,02,119
Russia,1976,03,102
Russia,1976,04,101
Russia,1976,05,117
Lebanon,1976,06,92
Russia,1976,07,103
Russia,1976,08,75
Russia,1976,09,77
Russia,1976,10,90
Russia,1976,11,82
Russia,1976,12,107
Russia,1977,01,105
Russia,1977,02,97
Russia,1977,03,107
Russia,1977,04,134
Russia,1977,05,96
Russia,1977,06,116
Russia,1977,07,109
Russia,1977,08,89
Russia,1977,09,85
Russia,1977,10,121
Israel,1977,11,123
Israel,1977,12,111
Russia,1978,01,106
Russia,1978,02,107
Israel,1978,03,139
Russia,1978,04,126
Russia,1978,05,129
Russia,1978,06,169
Russia,1978,07,144
Russia,1978,08,22
Prussia,1978,09,0
Prussia,1978,10,0
Russia,1978,11,81
China,1978,12,132
China,1979,01,145
Iran,1979,02,157
China,1979,03,103
Russia,1979,04,91
China,1979,05,79
Russia,1979,06,100
China,1979,07,63
Russia,1979,08,81
Russia,1979,09,110
Russia,1979,10,97
Iran,1979,11,245
Iran,1979,12,264
Russia,1980,01,275
Russia,1980,02,196
Russia,1980,03,96
Iran,1980,04,216
Iran,1980,05,123
Russia,1980,06,137
Russia,1980,07,190
Russia,1980,08,143
Iran,1980,09,162
Iran,1980,10,248
Iran,1980,11,201
Russia,1980,12,176
Iran,1981,01,101
Russia,1981,02,50
Russia,1981,03,69
Russia,1981,04,78
Russia,1981,05,54
Russia,1981,06,74
Russia,1981,07,70
Russia,1981,08,68
Russia,1981,09,87
Egypt,1981,10,53
Russia,1981,11,74
Poland,1981,12,126
Poland,1982,01,132
Russia,1982,02,69
Russia,1982,03,55
Argentina,1982,04,66
Argentina,1982,05,77
Israel,1982,06,121
Israel,1982,07,96
Israel,1982,08,87
Israel,1982,09,103
Israel,1982,10,80
Russia,1982,11,88
Russia,1982,12,60
Russia,1983,01,63
Israel,1983,02,59
Russia,1983,03,65
Russia,1983,04,70
Russia,1983,05,77
Russia,1983,06,58
Russia,1983,07,52
Russia,1983,08,66
Russia,1983,09,126
Russia,1983,10,70
Grenada,1983,11,102
Russia,1983,12,72
Russia,1984,01,64
Lebanon,1984,02,66
Russia,1984,03,49
Russia,1984,04,64
Russia,1984,05,83
Russia,1984,06,60
Russia,1984,07,64
Russia,1984,08,64
Russia,1984,09,60
Russia,1984,10,53
India,1984,11,73
India,1984,12,75
Israel,1985,01,51
Russia,1985,02,51
Russia,1985,03,65
Russia,1985,04,54
Israel,1985,05,46
Russia,1985,06,68
Russia,1985,07,53
South Africa,1985,08,75
Russia,1985,09,63
Russia,1985,10,79
Russia,1985,11,120
Russia,1985,12,65
Russia,1986,01,67
Russia,1986,02,60
Russia,1986,03,69
Libya,1986,04,95
Russia,1986,05,96
Russia,1986,06,68
South Africa,1986,07,53
Russia,1986,08,85
Russia,1986,09,92
Russia,1986,10,120
Iran,1986,11,110
Iran,1986,12,104
Iran,1987,01,85
Iran,1987,02,66
Russia,1987,03,83
Russia,1987,04,91
Japan,1987,05,55
Russia,1987,06,56
Russia,1987,07,82
Russia,1987,08,82
Russia,1987,09,76
Russia,1987,10,97
Russia,1987,11,74
Russia,1987,12,109
Israel,1988,01,63
Russia,1988,02,102
Russia,1988,03,80
Russia,1988,04,63
Russia,1988,05,102
Russia,1988,06,100
Russia,1988,07,99
Russia,1988,08,65
Russia,1988,09,96
Russia,1988,10,87
Russia,1988,11,80
Russia,1988,12,93
Russia,1989,01,95
Russia,1989,02,85
Russia,1989,03,89
Russia,1989,04,122
Russia,1989,05,92
China,1989,06,145
Russia,1989,07,74
Russia,1989,08,57
Russia,1989,09,64
Russia,1989,10,83
Germany,1989,11,86
Panama,1989,12,88
Russia,1990,01,84
Russia,1990,02,96
Russia,1990,03,94
Russia,1990,04,71
Russia,1990,05,90
Russia,1990,06,80
Russia,1990,07,70
Iraq,1990,08,171
Iraq,1990,09,139
Russia,1990,10,77
Iraq,1990,11,82
Russia,1990,12,89
Iraq,1991,01,154
Iraq,1991,02,156
Iraq,1991,03,123
Iraq,1991,04,107
Russia,1991,05,54
Russia,1991,06,65
Russia,1991,07,62
Russia,1991,08,101
Russia,1991,09,123
Russia,1991,10,54
Russia,1991,11,65
Russia,1991,12,90
Russia,1992,01,89
Russia,1992,02,56
Russia,1992,03,65
Russia,1992,04,62
Canada,1992,05,45
Russia,1992,06,59
Iraq,1992,07,49
Iraq,1992,08,49
Russia,1992,09,42
Iraq,1992,10,41
Russia,1992,11,35
Somalia,1992,12,96
Iraq,1993,01,57
Japan,1993,02,32
Russia,1993,03,67
Russia,1993,04,57
China,1993,05,41
Japan,1993,06,45
Japan,1993,07,69
Israel,1993,08,40
Israel,1993,09,68
Somalia,1993,10,76
Russia,1993,11,37
Russia,1993,12,86
Russia,1994,01,53
Russia,1994,02,58
Russia,1994,03,53
Japan,1994,04,41
Haiti,1994,05,39
Japan,1994,06,46
Haiti,1994,07,54
Cuba,1994,08,61
Haiti,1994,09,90
Haiti,1994,10,62
Russia,1994,11,36
Russia,1994,12,44
Mexico,1995,01,61
Mexico,1995,02,57
Mexico,1995,03,38
Japan,1995,04,36
Japan,1995,05,51
Japan,1995,06,60
China,1995,07,49
Japan,1995,08,43
China,1995,09,34
Japan,1995,10,44
Israel,1995,11,62
France,1995,12,55
Japan,1996,01,45
Russia,1996,02,40
China,1996,03,46
China,1996,04,44
India,1996,05,49
Japan,1996,06,52
Cuba,1996,07,45
Japan,1996,08,30
Iraq,1996,09,54
Japan,1996,10,34
China,1996,11,28
France,1996,12,35
Russia,1997,01,38
China,1997,02,45
China,1997,03,59
China,1997,04,39
France,1997,05,39
France,1997,06,43
Mexico,1997,07,37
Israel,1997,08,33
China,1997,09,29
France,1997,10,41
Iraq,1997,11,59
Japan,1997,12,30
Iraq,1998,01,38
Iraq,1998,02,119
Russia,1998,03,44
Israel,1998,04,44
China,1998,05,61
China,1998,06,107
China,1998,07,53
Russia,1998,08,75
Russia,1998,09,64
Kosovo,1998,10,41
Iraq,1998,11,57
Iraq,1998,12,76
Iraq,1999,01,50
Kosovo,1999,02,53
China,1999,03,62
Kosovo,1999,04,185
Kosovo,1999,05,124
Kosovo,1999,06,143
China,1999,07,61
Russia,1999,08,51
Russia,1999,09,65
Russia,1999,10,44
China,1999,11,55
Russia,1999,12,76
Russia,2000,01,55
China,2000,02,44
China,2000,03,48
China,2000,04,53
China,2000,05,92
China,2000,06,45
China,2000,07,48
China,2000,08,39
China,2000,09,52
China,2000,10,49
Israel,2000,11,50
China,2000,12,44
China,2001,01,29
China,2001,02,31
China,2001,03,55
China,2001,04,101
China,2001,05,68
China,2001,06,55
China,2001,07,64
Russia,2001,08,44
Afghanistan,2001,09,49
Afghanistan,2001,10,99
Afghanistan,2001,11,126
Afghanistan,2001,12,93
India,2002,01,56
Japan,2002,02,49
Israel,2002,03,67
Israel,2002,04,101
Israel,2002,05,56
France,2002,06,51
Russia,2002,07,51
Iraq,2002,08,58
Iraq,2002,09,144
Iraq,2002,10,161
Iraq,2002,11,87
Iraq,2002,12,118
Iraq,2003,01,147
Iraq,2003,02,189
Iraq,2003,03,325
Iraq,2003,04,339
Iraq,2003,05,184
Iraq,2003,06,131
Iraq,2003,07,138
Iraq,2003,08,122
Iraq,2003,09,185
Iraq,2003,10,194
Iraq,2003,11,150
Iraq,2003,12,191
Iraq,2004,01,118
Iraq,2004,02,130
Iraq,2004,03,85
Iraq,2004,04,174
Iraq,2004,05,204
Iraq,2004,06,196
Iraq,2004,07,147
Iraq,2004,08,90
Iraq,2004,09,111
Iraq,2004,10,138
Iraq,2004,11,81
Iraq,2004,12,103
Iraq,2005,01,130
Iraq,2005,02,91
Iraq,2005,03,58
China,2005,04,63
Iraq,2005,05,82
Iraq,2005,06,101
Iraq,2005,07,78
Iraq,2005,08,106
Iraq,2005,09,65
Iraq,2005,10,74
Iraq,2005,11,112
Iraq,2005,12,149
Iraq,2006,01,48
Iraq,2006,02,71
Iraq,2006,03,108
Iraq,2006,04,106
Iraq,2006,05,97
Iraq,2006,06,146
Israel,2006,07,123
Israel,2006,08,104
Iraq,2006,09,102
Iraq,2006,10,143
Iraq,2006,11,188
Iraq,2006,12,195
Iraq,2007,01,195
